kabupaten_kota,garis_kemiskinan_2015,garis_kemiskinan_2016,garis_kemiskinan_2017,garis_kemiskinan_2018,garis_kemiskinan_2019,garis_kemiskinan_2020,garis_kemiskinan_2021,garis_kemiskinan_2022,garis_kemiskinan_2023,garis_kemiskinan_2024,ipm_2015,ipm_2016,ipm_2017,ipm_2018,ipm_2019,ipm_2020,ipm_2021,ipm_2022,ipm_2023,ipm_2024,pengeluaran_perkapita_2015,pengeluaran_perkapita_2016,pengeluaran_perkapita_2017,pengeluaran_perkapita_2018,pengeluaran_perkapita_2019,pengeluaran_perkapita_2020,pengeluaran_perkapita_2021,pengeluaran_perkapita_2022,pengeluaran_perkapita_2023,pengeluaran_perkapita_2024
Sumbawa,272274.0,296914.0,300643.0,320617.0,340254.0,369115.0,376307.0,404396.0,441977.0,477774.0,63.91,64.89,65.84,66.77,67.6,67.61,68.01,68.89,69.87,70.55,7743.0,8070.0,8584.0,9028.0,9336.0,9146.0,9167.0,9598.0,9981.0,10349.0
Sumbawa Barat,408991.0,435890.0,444465.0,459065.0,468122.0,489863.0,499013.0,518619.0,565599.0,611142.0,68.38,69.26,70.08,70.71,71.52,71.63,71.85,72.65,73.17,73.86,10234.0,10528.0,11066.0,11496.0,11766.0,11536.0,11548.0,11987.0,12214.0,12841.0
Sumedang,281649.0,295009.0,307394.0,334743.0,342073.0,353092.0,360054.0,371870.0,396573.0,422714.0,69.29,69.45,70.07,70.99,71.46,71.64,71.8,72.69,73.18,73.73,9279.0,9339.0,9569.0,10153.0,10406.0,10217.0,10262.0,10776.0,11136.0,11589.0
Sumenep,284756.0,301781.0,313330.0,340033.0,357473.0,382491.0,400960.0,427882.0,471860.0,506569.0,62.38,63.42,64.28,65.25,66.22,66.43,67.04,67.87,68.61,69.26,7577.0,7846.0,8316.0,8722.0,9082.0,8888.0,9000.0,9388.0,9807.0,10156.0
Supiori,381346.0,388523.0,429102.0,434625.0,447524.0,471401.0,498615.0,526482.0,554954.0,587783.0,60.09,60.59,61.23,61.84,62.3,62.3,62.72,63.65,64.61,65.15,5180.0,5379.0,5655.0,5769.0,5820.0,5677.0,5708.0,5904.0,6259.0,6474.0
Tabalong,368924.0,406669.0,430129.0,446765.0,463980.0,531180.0,542800.0,573018.0,615912.0,637132.0,69.35,70.07,70.76,71.14,71.78,72.19,72.6,73.13,73.85,74.41,10171.0,10620.0,10977.0,11227.0,11476.0,11283.0,11470.0,11914.0,12507.0,13097.0
Tabanan,365022.0,392479.0,412561.0,422345.0,425926.0,450571.0,488750.0,522520.0,562801.0,601963.0,73.54,74.19,74.86,75.45,76.16,76.17,76.45,76.75,77.43,78.42,13665.0,13800.0,13923.0,14245.0,14608.0,14494.0,14326.0,14475.0,14832.0,15297.0
Takalar,278538.0,286537.0,299721.0,335989.0,356973.0,364378.0,380564.0,399062.0,428941.0,455793.0,64.07,64.96,65.48,66.07,66.94,67.31,67.72,68.31,68.9,69.47,9423.0,9759.0,9845.0,10134.0,10474.0,10454.0,10543.0,10746.0,11239.0,11679.0
Tambrauw,290732.0,291576.0,308298.0,329708.0,362884.0,393268.0,399421.0,485342.0,528817.0,579473.0,49.77,50.35,51.01,51.95,52.9,53.45,53.71,54.63,55.55,56.32,4431.0,4561.0,4626.0,4859.0,5001.0,4998.0,4903.0,5084.0,5302.0,5489.0
Tana Tidung,326201.0,354012.0,366856.0,376876.0,406949.0,425348.0,440599.0,462898.0,490400.0,518696.0,64.92,65.64,66.26,67.05,67.79,66.97,67.76,68.6,69.2,70.08,6807.0,6919.0,7207.0,7511.0,7981.0,7381.0,7676.0,8012.0,8386.0,8707.0
Tana Toraja,238838.0,251452.0,261573.0,299570.0,316911.0,336877.0,350220.0,366753.0,399202.0,418308.0,65.75,66.25,66.82,67.66,68.25,68.75,69.49,69.88,70.73,71.67,6273.0,6509.0,6801.0,7087.0,7253.0,7217.0,7434.0,7584.0,8017.0,8319.0
Tanah Bumbu,370670.0,408481.0,427852.0,451714.0,475763.0,513803.0,530568.0,557500.0,619249.0,643652.0,67.58,68.28,69.12,70.05,70.5,70.71,71.0,71.79,72.31,72.95,10781.0,11006.0,11244.0,11710.0,12025.0,11718.0,11844.0,12217.0,12516.0,13026.0
Tanah Datar,306560.0,346267.0,361037.0,369833.0,379041.0,420049.0,441793.0,466907.0,515587.0,554665.0,69.49,70.11,70.37,71.25,72.14,72.33,72.46,73.29,73.98,74.9,10103.0,10296.0,10311.0,10417.0,10709.0,10588.0,10616.0,10695.0,10905.0,11223.0
Tanah Laut,354481.0,400757.0,425152.0,447212.0,480010.0,522845.0,537854.0,575061.0,620532.0,670062.0,66.99,67.44,68.0,68.49,69.04,69.38,69.87,70.35,70.98,71.43,10753.0,10862.0,10925.0,11209.0,11318.0,11207.0,11310.0,11703.0,12198.0,12595.0
Tangerang,372431.0,405902.0,423486.0,451325.0,476636.0,520742.0,545065.0,576122.0,604362.0,632941.0,70.05,70.44,70.97,71.59,71.93,71.92,72.29,72.97,73.43,74.09,11727.0,11863.0,11914.0,12179.0,12476.0,12203.0,12273.0,12427.0,12749.0,13254.0
Tanggamus,309569.0,332302.0,341443.0,351167.0,359580.0,397984.0,410510.0,430697.0,463925.0,496000.0,63.66,64.41,64.94,65.67,66.37,66.42,66.65,67.22,67.86,68.52,7961.0,8483.0,8661.0,9107.0,9294.0,9250.0,9266.0,9557.0,10038.0,10524.0
Tanjung Jabung Barat,286671.0,303479.0,314436.0,348495.0,364012.0,396113.0,409631.0,453956.0,499318.0,575337.0,65.03,65.91,66.15,67.13,67.54,67.54,68.16,68.79,69.35,69.93,8478.0,8872.0,9004.0,9395.0,9539.0,9480.0,9699.0,9968.0,10229.0,10696.0
Tanjung Jabung Timur,301563.0,322389.0,338963.0,361574.0,374735.0,392778.0,406772.0,468201.0,514905.0,592432.0,61.12,61.88,62.61,63.32,63.92,64.43,64.91,65.77,66.65,67.54,7810.0,8136.0,8403.0,8904.0,9192.0,9026.0,9163.0,9503.0,9898.0,10328.0
Tapanuli Selatan,300449.0,326321.0,340065.0,343407.0,364798.0,397363.0,420431.0,445612.0,480834.0,512480.0,67.63,68.04,68.69,69.1,69.75,70.12,70.33,70.92,71.55,72.14,10623.0,10821.0,10955.0,11209.0,11410.0,11236.0,11304.0,11727.0,11829.0,12213.0
Tapanuli Tengah,307710.0,353753.0,367687.0,369471.0,376474.0,406646.0,429050.0,450940.0,489760.0,527227.0,67.06,67.27,67.96,68.27,68.86,69.23,69.61,70.31,70.91,71.52,9555.0,9694.0,9852.0,10067.0,10175.0,10071.0,10138.0,10495.0,10690.0,11128.0
Tapanuli Utara,291893.0,325606.0,344644.0,357464.0,377948.0,406813.0,437428.0,466316.0,499881.0,531593.0,71.32,71.96,72.38,72.91,73.33,73.47,73.76,74.14,74.65,75.23,11079.0,11242.0,11407.0,11607.0,11791.0,11648.0,11710.0,11892.0,12115.0,12382.0
Tapin,330033.0,369153.0,390488.0,405591.0,406367.0,446577.0,459160.0,484113.0,516532.0,561101.0,67.67,68.05,68.7,69.53,70.13,70.11,70.31,71.02,72.0,72.51,10905.0,11237.0,11411.0,11847.0,12088.0,11841.0,11952.0,12247.0,12776.0,13163.0
Tasikmalaya,255540.0,274470.0,284462.0,306759.0,311848.0,323880.0,333909.0,347917.0,378958.0,400148.0,63.17,63.57,64.14,65.0,65.64,65.67,65.9,66.84,67.76,68.36,6934.0,7081.0,7250.0,7761.0,8092.0,7852.0,7829.0,8177.0,8562.0,8965.0
Tebo,315053.0,338160.0,363698.0,379390.0,404473.0,435523.0,448461.0,485883.0,528310.0,590573.0,67.29,68.05,68.16,68.67,69.02,69.14,69.35,69.78,70.63,71.32,9434.0,9745.0,9832.0,10273.0,10555.0,10389.0,10546.0,10725.0,10894.0,11415.0
Tegal,282861.0,308270.0,319758.0,332298.0,365334.0,390520.0,404655.0,434638.0,470728.0,497315.0,65.04,65.84,66.44,67.33,68.24,68.39,68.79,69.53,70.23,70.77,8367.0,8709.0,9136.0,9433.0,9798.0,9612.0,9700.0,10020.0,10537.0,10972.0
Teluk Bintuni,541295.0,549169.0,583323.0,587770.0,644838.0,683667.0,693305.0,716834.0,787048.0,794285.0,61.09,61.81,62.39,63.13,64.0,64.55,64.65,65.27,66.0,66.75,9129.0,9208.0,9463.0,9622.0,9821.0,9974.0,9708.0,9979.0,10324.0,10592.0
Teluk Wondama,446542.0,456709.0,488233.0,508345.0,557702.0,588838.0,597676.0,614573.0,659187.0,710854.0,56.64,57.16,58.1,58.86,59.82,60.21,60.33,60.87,61.67,62.36,7317.0,7434.0,7694.0,7927.0,8198.0,8219.0,8034.0,8177.0,8490.0,8887.0
Temanggung,248866.0,268730.0,277707.0,287981.0,310176.0,323705.0,336034.0,354012.0,388369.0,416086.0,67.07,67.6,68.34,68.83,69.56,69.57,69.88,70.77,71.33,71.87,8369.0,8593.0,8794.0,9142.0,9489.0,9343.0,9408.0,9773.0,10108.0,10519.0
Timor Tengah Selatan,254454.0,276727.0,293617.0,302124.0,318986.0,338099.0,344239.0,382167.0,420783.0,436707.0,59.9,60.37,61.08,61.58,62.23,62.15,62.16,62.73,63.58,64.36,6118.0,6360.0,6676.0,6855.0,6955.0,6861.0,6839.0,7118.0,7450.0,7755.0
Timor Tengah Utara,290296.0,316487.0,335517.0,343965.0,363162.0,386990.0,394818.0,440155.0,485744.0,499772.0,60.96,61.54,62.03,62.65,63.34,63.53,63.69,64.26,65.16,65.83,5799.0,5930.0,6164.0,6357.0,6479.0,6364.0,6324.0,6559.0,6889.0,7242.0
Tojo Una-Una,362840.0,404437.0,417508.0,442186.0,472245.0,504889.0,521534.0,547910.0,597788.0,622000.0,61.33,62.27,62.61,63.38,64.52,64.59,64.74,65.54,66.39,66.97,7171.0,7361.0,7465.0,7608.0,7765.0,7606.0,7621.0,8096.0,8550.0,8863.0
Toli-Toli,244472.0,272499.0,281882.0,299052.0,317448.0,343770.0,354427.0,378317.0,405556.0,441975.0,62.72,63.27,64.05,64.6,65.42,65.69,66.3,66.76,67.66,68.37,7156.0,7493.0,7916.0,8017.0,8156.0,7917.0,7947.0,8191.0,8665.0,8918.0
Tolikara,218759.0,228288.0,252132.0,371589.0,382936.0,404812.0,441994.0,472692.0,525770.0,675908.0,46.38,47.11,47.89,48.85,49.68,49.5,49.6,50.51,51.48,52.05,4518.0,4711.0,4827.0,4946.0,5142.0,4826.0,4841.0,5079.0,5397.0,5653.0
Toraja Utara,367325.0,393478.0,408827.0,309806.0,314426.0,328096.0,348611.0,364343.0,395731.0,413029.0,66.76,67.49,67.9,68.49,69.23,69.33,69.75,70.36,71.23,71.85,7033.0,7228.0,7457.0,7783.0,8083.0,8097.0,8134.0,8494.0,8871.0,9292.0
Trenggalek,260133.0,275426.0,288779.0,308644.0,323787.0,340915.0,358831.0,381448.0,411527.0,434146.0,67.25,67.78,68.1,68.71,69.46,69.74,70.06,71.0,71.73,72.24,8445.0,8829.0,9034.0,9400.0,9865.0,9630.0,9743.0,10042.0,10465.0,10872.0
Tuban,277599.0,294543.0,308822.0,328268.0,348503.0,371465.0,388176.0,421287.0,454336.0,488131.0,65.52,66.19,66.77,67.43,68.37,68.4,68.91,69.67,70.34,71.23,8940.0,9353.0,9540.0,10048.0,10499.0,10238.0,10380.0,10703.0,11174.0,11579.0
Tulang Bawang Barat,329796.0,358939.0,370332.0,384933.0,391096.0,432693.0,447327.0,476712.0,511418.0,544020.0,63.01,63.77,64.58,65.3,65.93,65.97,66.22,67.13,67.81,68.46,7332.0,7450.0,7747.0,8205.0,8532.0,8395.0,8422.0,8737.0,9162.0,9646.0
Tulangbawang,337167.0,362185.0,373681.0,384465.0,393676.0,438744.0,456567.0,486739.0,522396.0,560324.0,66.08,66.74,67.07,67.7,68.23,68.52,68.73,69.53,70.02,70.66,9893.0,10034.0,10098.0,10553.0,10797.0,10683.0,10735.0,11114.0,11552.0,12122.0
Tulungagung,292483.0,304518.0,314532.0,328640.0,341651.0,362213.0,374183.0,391888.0,423875.0,447793.0,70.07,70.82,71.24,71.99,72.62,73.0,73.15,74.06,74.61,75.09,9534.0,9881.0,10114.0,10455.0,10891.0,10705.0,10807.0,11162.0,11565.0,11966.0
Wajo,253164.0,258821.0,264376.0,297121.0,311017.0,350765.0,361181.0,375022.0,402351.0,431291.0,66.9,67.52,68.18,68.57,69.05,69.15,69.62,70.26,71.1,71.52,11047.0,11681.0,11770.0,12057.0,12399.0,12386.0,12505.0,12729.0,13192.0,13608.0
Wakatobi,218939.0,234351.0,239819.0,256308.0,278929.0,294440.0,302511.0,319981.0,340151.0,355748.0,67.22,67.5,67.99,68.52,68.99,69.48,69.87,70.85,71.43,72.02,8484.0,8651.0,8800.0,9136.0,9388.0,9204.0,9280.0,9758.0,10240.0,10739.0
Waropen,536760.0,567808.0,627112.0,632478.0,655060.0,691544.0,731467.0,769979.0,810167.0,835594.0,62.35,63.1,64.08,64.8,65.34,64.94,65.1,65.67,66.46,66.92,6070.0,6270.0,6810.0,6978.0,7018.0,6732.0,6788.0,6919.0,7335.0,7569.0
Way Kanan,291207.0,313733.0,323691.0,333033.0,341012.0,377712.0,389088.0,409522.0,433471.0,464717.0,65.18,65.74,65.97,66.63,67.19,67.44,67.57,68.04,68.63,69.31,8313.0,8411.0,8522.0,8979.0,9292.0,9102.0,9173.0,9450.0,9887.0,10439.0
Wonogiri,252903.0,275507.0,284710.0,293357.0,327364.0,341643.0,356728.0,376763.0,414901.0,443563.0,67.76,68.23,68.66,69.37,69.98,70.25,70.49,71.04,71.97,72.55,8417.0,8589.0,8765.0,9117.0,9426.0,9286.0,9429.0,9780.0,10283.0,10634.0
Wonosobo,275180.0,297422.0,308553.0,323490.0,340827.0,362683.0,373474.0,399180.0,425105.0,456351.0,65.7,66.19,66.89,67.81,68.27,68.22,68.43,68.89,69.37,69.82,9736.0,9877.0,9969.0,10503.0,10871.0,10621.0,10760.0,11108.0,11577.0,11980.0
Yahukimo,303586.0,320783.0,338613.0,379628.0,414936.0,428433.0,466113.0,496222.0,549772.0,718084.0,46.63,47.13,47.95,48.51,49.25,49.37,49.48,50.25,51.19,51.98,4109.0,4248.0,4554.0,4737.0,5030.0,4875.0,4895.0,5101.0,5351.0,5747.0
Yalimo,270455.0,286170.0,316059.0,320971.0,330040.0,347171.0,378167.0,395868.0,434256.0,600536.0,44.32,44.95,46.19,47.13,48.08,48.34,49.01,49.9,50.87,51.85,4321.0,4435.0,4702.0,4799.0,4860.0,4647.0,4664.0,4802.0,5015.0,5226.0
