kabupaten_kota,garis_kemiskinan_2015,garis_kemiskinan_2016,garis_kemiskinan_2017,garis_kemiskinan_2018,garis_kemiskinan_2019,garis_kemiskinan_2020,garis_kemiskinan_2021,garis_kemiskinan_2022,garis_kemiskinan_2023,garis_kemiskinan_2024,ipm_2015,ipm_2016,ipm_2017,ipm_2018,ipm_2019,ipm_2020,ipm_2021,ipm_2022,ipm_2023,ipm_2024,pengeluaran_perkapita_2015,pengeluaran_perkapita_2016,pengeluaran_perkapita_2017,pengeluaran_perkapita_2018,pengeluaran_perkapita_2019,pengeluaran_perkapita_2020,pengeluaran_perkapita_2021,pengeluaran_perkapita_2022,pengeluaran_perkapita_2023,pengeluaran_perkapita_2024
Kota Bima,274394.0,293048.0,299346.0,323187.0,352593.0,383161.0,399193.0,432959.0,471841.0,496096.0,72.99,73.67,74.36,75.04,75.8,75.81,76.11,76.84,77.36,78.04,9594.0,9930.0,10458.0,10825.0,11334.0,11105.0,11135.0,11395.0,11740.0,12362.0
Kota Binjai,322091.0,343078.0,371387.0,380792.0,403798.0,433746.0,466554.0,499451.0,538638.0,577220.0,73.81,74.11,74.65,75.21,75.89,75.89,76.01,76.95,77.6,78.1,10098.0,10342.0,10487.0,10750.0,11260.0,10997.0,11063.0,11358.0,11567.0,12015.0
Kota Bitung,321549.0,337674.0,356120.0,368574.0,391479.0,416993.0,434642.0,458983.0,501139.0,518405.0,71.64,72.43,72.94,73.27,74.2,74.1,74.2,74.7,75.11,75.71,11513.0,11718.0,11895.0,12168.0,12383.0,12193.0,12271.0,12665.0,12954.0,13539.0
Kota Blitar,338532.0,356147.0,383021.0,425832.0,456778.0,465868.0,481229.0,517363.0,568280.0,596105.0,76.0,76.71,77.1,77.58,78.56,78.57,78.98,79.93,80.63,81.27,12258.0,12499.0,12910.0,13391.0,13851.0,13733.0,13816.0,14058.0,14548.0,14933.0
Kota Bogor,392405.0,416779.0,450078.0,480749.0,513343.0,547399.0,571425.0,608949.0,661384.0,699861.0,73.65,74.5,75.16,75.66,76.23,76.11,76.59,77.17,77.85,78.52,10576.0,10662.0,10940.0,11348.0,11825.0,11564.0,11716.0,12058.0,12656.0,13154.0
Kota Bontang,479060.0,513205.0,542985.0,549830.0,582188.0,636491.0,665572.0,697326.0,763661.0,801945.0,78.78,78.92,79.47,79.86,80.09,80.02,80.59,80.94,81.56,82.42,15980.0,16157.0,16271.0,16698.0,16843.0,16278.0,16765.0,17327.0,17659.0,18394.0
Kota Bukittinggi,379445.0,420478.0,441087.0,459371.0,475755.0,519470.0,540457.0,570032.0,619896.0,658640.0,78.72,79.11,79.8,80.11,80.71,80.58,80.7,81.42,81.78,82.51,12330.0,12475.0,12816.0,13035.0,13586.0,13282.0,13331.0,13633.0,13859.0,14297.0
Kota Cilegon,323935.0,347949.0,373147.0,428867.0,459469.0,504571.0,540032.0,572780.0,632703.0,663533.0,71.81,72.04,72.29,72.65,73.01,73.05,73.35,73.95,74.54,75.14,12127.0,12326.0,12562.0,12900.0,13230.0,13010.0,13041.0,13185.0,13663.0,14294.0
Kota Cimahi,386513.0,411665.0,433759.0,462969.0,484804.0,511375.0,522281.0,549450.0,590197.0,612567.0,76.42,76.69,76.95,77.56,78.11,77.83,78.06,78.77,79.46,80.08,11012.0,11141.0,11353.0,11921.0,12448.0,12025.0,12019.0,12500.0,12883.0,13278.0
Kota Cirebon,358654.0,373866.0,392725.0,426738.0,444574.0,457954.0,467248.0,485613.0,520579.0,545592.0,73.34,73.7,74.0,74.35,74.92,74.89,75.25,75.89,76.46,77.08,10732.0,10824.0,11100.0,11397.0,11930.0,11800.0,11810.0,12087.0,12506.0,12869.0
Kota Denpasar,463271.0,483821.0,512947.0,545357.0,571246.0,618064.0,662499.0,712815.0,778203.0,820512.0,82.24,82.58,83.01,83.3,83.68,83.93,84.03,84.37,84.73,85.22,18849.0,19084.0,19364.0,19698.0,19992.0,19723.0,19598.0,19850.0,20128.0,20763.0
Kota Depok,496747.0,522934.0,556470.0,615255.0,644860.0,688194.0,705084.0,744771.0,804984.0,843893.0,79.11,79.6,79.83,80.29,80.82,80.97,81.37,81.86,82.38,82.91,14424.0,14560.0,14727.0,15262.0,15696.0,15281.0,15420.0,15926.0,16279.0,16640.0
Kota Dumai,353079.0,369624.0,403244.0,418597.0,439152.0,484609.0,509002.0,543182.0,601348.0,631652.0,72.2,72.96,73.46,74.06,74.64,74.4,74.75,75.26,75.66,76.19,11058.0,11531.0,11699.0,12063.0,12453.0,11751.0,11818.0,12249.0,12457.0,12847.0
Kota Gorontalo,404620.0,437129.0,452758.0,482585.0,520095.0,569538.0,598363.0,643531.0,697650.0,723861.0,75.62,75.75,76.09,76.53,77.08,77.13,77.41,78.22,78.64,79.18,11269.0,11360.0,11651.0,11908.0,12298.0,12278.0,12390.0,13077.0,13351.0,13860.0
Kota Gunungsitoli,289428.0,304727.0,318585.0,327303.0,339671.0,370967.0,408190.0,426349.0,459787.0,493644.0,66.41,66.85,67.68,68.33,69.3,69.31,69.61,70.23,70.68,71.41,6742.0,6963.0,7300.0,7639.0,8058.0,7980.0,8134.0,8434.0,8635.0,9056.0
Kota Jakarta Barat,408818.0,421968.0,443561.0,490331.0,517646.0,557803.0,570330.0,599514.0,657247.0,685071.0,79.72,80.34,80.47,80.88,81.21,81.38,81.76,82.51,83.02,83.64,19006.0,19501.0,19695.0,20298.0,20875.0,20468.0,20801.0,21357.0,21709.0,22119.0
Kota Jakarta Pusat,484526.0,503304.0,524750.0,580080.0,625177.0,672328.0,689379.0,733176.0,784679.0,818722.0,79.69,80.22,80.49,81.01,81.24,81.39,81.56,82.11,82.53,83.01,16143.0,16493.0,16719.0,16994.0,17285.0,17179.0,17365.0,17765.0,18202.0,18661.0
Kota Jakarta Selatan,567685.0,594380.0,620712.0,680167.0,729256.0,782731.0,792684.0,842630.0,891580.0,928278.0,83.37,83.94,84.13,84.44,84.75,84.72,84.9,85.21,86.07,86.94,22425.0,22932.0,23098.0,23363.0,23851.0,23575.0,23888.0,24221.0,24975.0,25573.0
Kota Jakarta Timur,412515.0,433405.0,455584.0,502152.0,539510.0,581954.0,594849.0,630842.0,669713.0,697472.0,80.73,81.28,81.61,82.06,82.69,82.66,82.97,83.45,84.13,84.65,16455.0,16733.0,17007.0,17339.0,17662.0,17438.0,17733.0,18199.0,18712.0,19193.0
Kota Jakarta Utara,423828.0,441617.0,463787.0,512689.0,549506.0,594240.0,609310.0,645431.0,684557.0,712835.0,78.3,78.78,79.47,79.87,80.17,80.29,80.51,80.81,81.11,81.39,17205.0,17418.0,17763.0,18121.0,18566.0,18437.0,18762.0,19201.0,19617.0,20032.0
Kota Jambi,372600.0,397088.0,413722.0,466854.0,488034.0,529090.0,563403.0,605556.0,667447.0,757014.0,75.58,76.14,76.74,77.41,78.26,78.37,79.12,79.58,80.15,81.04,10891.0,11436.0,11648.0,11912.0,12205.0,12056.0,12240.0,12597.0,12783.0,13388.0
Kota Jayapura,763326.0,805746.0,849496.0,944479.0,992610.0,1021759.0,1051297.0,1099019.0,1147265.0,1179015.0,78.05,78.56,79.23,79.58,80.16,79.94,80.11,80.61,81.14,81.67,14249.0,14319.0,14781.0,14922.0,15176.0,14763.0,14937.0,15189.0,15272.0,15408.0
Kota Kediri,386521.0,400096.0,420712.0,453807.0,471893.0,493438.0,506936.0,537326.0,587723.0,621051.0,75.67,76.33,77.13,77.58,78.08,78.23,78.6,79.59,80.44,81.35,10733.0,11070.0,11550.0,11976.0,12440.0,12239.0,12359.0,12762.0,13276.0,13670.0
Kota Kendari,270861.0,291069.0,301894.0,327976.0,350647.0,384379.0,423653.0,454846.0,503369.0,516809.0,81.43,81.66,81.83,82.22,82.86,83.53,84.15,84.51,84.85,85.33,13558.0,13828.0,13995.0,14168.0,14392.0,14335.0,14356.0,14765.0,15116.0,15651.0
Kota Kotamobagu,255330.0,274103.0,289077.0,298742.0,323292.0,343675.0,363777.0,385962.0,426174.0,452245.0,70.7,71.68,72.0,72.55,73.22,72.97,73.47,73.96,74.43,75.27,9743.0,10084.0,10366.0,10663.0,11098.0,10744.0,10848.0,11151.0,11452.0,12074.0
Kota Kupang,455924.0,482857.0,504179.0,518095.0,545219.0,587921.0,599880.0,648982.0,732921.0,761108.0,77.95,78.14,78.25,78.84,79.55,79.71,79.74,80.2,80.62,81.08,12856.0,12986.0,13028.0,13199.0,13592.0,13337.0,13218.0,13513.0,13762.0,14001.0
Kota Langsa,307260.0,323246.0,347056.0,371267.0,380906.0,407421.0,435438.0,469348.0,512319.0,546363.0,74.74,75.41,75.89,76.34,77.16,77.17,77.44,77.82,78.36,78.81,10605.0,11015.0,11261.0,11497.0,12099.0,12057.0,12067.0,12353.0,12678.0,13133.0
Kota Lhokseumawe,303155.0,319988.0,343558.0,367525.0,376832.0,401158.0,427045.0,460583.0,498431.0,522671.0,75.11,75.78,76.34,76.62,77.3,77.31,77.57,78.04,78.92,79.55,10093.0,10549.0,10673.0,10863.0,11421.0,11367.0,11390.0,11701.0,12125.0,12694.0
Kota Lubuklinggau,393365.0,417192.0,435956.0,470897.0,477756.0,495213.0,516763.0,541784.0,583867.0,598850.0,73.17,73.57,73.67,74.09,74.81,74.78,74.89,75.53,76.19,76.82,12331.0,12798.0,12878.0,13288.0,13586.0,13243.0,13267.0,13832.0,14211.0,14672.0
Kota Madiun,359771.0,376956.0,404959.0,446525.0,478304.0,497628.0,514409.0,551620.0,605131.0,637838.0,79.48,80.01,80.13,80.33,80.88,80.91,81.25,82.01,82.71,83.48,14723.0,15300.0,15415.0,15616.0,16040.0,16018.0,16095.0,16503.0,17115.0,17518.0
Kota Magelang,405228.0,425191.0,450908.0,476582.0,481282.0,522099.0,537783.0,575130.0,602794.0,626614.0,76.39,77.16,77.84,78.31,78.8,78.99,79.43,80.39,81.17,82.15,10793.0,11090.0,11525.0,11994.0,12514.0,12210.0,12349.0,12816.0,13175.0,13619.0
Kota Malang,411709.0,426527.0,454061.0,507114.0,543966.0,554791.0,570238.0,609612.0,674660.0,706341.0,80.05,80.46,80.65,80.89,81.32,81.45,82.04,82.71,83.39,84.06,15420.0,15732.0,15939.0,16158.0,16666.0,16593.0,16663.0,16897.0,17222.0,17791.0
Kota Manado,313597.0,334732.0,353018.0,364820.0,396196.0,424473.0,449679.0,475683.0,521012.0,540888.0,77.32,77.59,78.05,78.41,79.12,78.93,79.2,79.66,80.14,80.63,12933.0,13253.0,13477.0,13814.0,14232.0,13886.0,13991.0,14399.0,14822.0,15301.0
Kota Mataram,397468.0,414115.0,428754.0,457950.0,480304.0,499959.0,524762.0,562661.0,616536.0,657667.0,76.37,77.2,77.84,78.43,79.1,78.91,79.14,79.59,80.09,80.6,13399.0,13733.0,14316.0,14797.0,15426.0,14968.0,14999.0,15416.0,15894.0,16514.0
Kota Medan,420208.0,460685.0,491496.0,518420.0,532055.0,553796.0,577126.0,607166.0,651901.0,695295.0,78.87,79.34,79.98,80.65,80.97,80.98,81.21,81.76,82.19,82.76,14191.0,14393.0,14613.0,14845.0,15033.0,14890.0,14999.0,15503.0,15674.0,16069.0
Kota Metro,314891.0,331201.0,346491.0,360656.0,371636.0,406351.0,417861.0,449415.0,480830.0,503161.0,75.1,75.45,75.87,76.22,76.77,77.19,77.49,77.89,78.36,78.93,10707.0,11007.0,11397.0,11636.0,12017.0,11906.0,11916.0,12233.0,12618.0,13092.0
Kota Mojokerto,348670.0,364021.0,391489.0,437231.0,467997.0,482016.0,493452.0,531804.0,581006.0,610968.0,75.54,76.38,76.77,77.14,77.96,78.04,78.43,79.32,80.07,80.92,12060.0,12449.0,12804.0,13155.0,13710.0,13499.0,13610.0,14054.0,14422.0,14842.0
Kota Padang,414612.0,449658.0,482763.0,507042.0,534857.0,570654.0,602540.0,634581.0,698720.0,736786.0,80.36,81.06,81.58,82.25,82.68,82.82,82.9,83.29,83.58,83.99,13522.0,13721.0,13957.0,14312.0,14728.0,14481.0,14540.0,14889.0,15089.0,15458.0
Kota Padang Panjang,384969.0,420981.0,424298.0,438075.0,450377.0,491142.0,516648.0,543609.0,599681.0,634303.0,75.98,76.5,77.01,77.3,78.0,77.93,77.97,78.78,79.26,80.17,9670.0,9804.0,10240.0,10440.0,11013.0,10734.0,10754.0,11153.0,11310.0,11840.0
Kota Padangsidimpuan,315547.0,326579.0,348074.0,363468.0,382884.0,417455.0,453777.0,480196.0,523244.0,556024.0,72.8,73.42,73.81,74.38,75.06,75.22,75.48,76.05,76.44,76.96,9668.0,10198.0,10464.0,10795.0,11181.0,10856.0,10965.0,11337.0,11552.0,11964.0
Kota Pagar Alam,268636.0,289493.0,299982.0,324025.0,328745.0,342738.0,356287.0,370417.0,408917.0,427007.0,65.37,65.96,66.81,67.62,68.44,68.31,68.68,69.6,70.45,71.19,7600.0,7989.0,8352.0,8758.0,9291.0,8795.0,8877.0,9330.0,9683.0,10245.0
Kota Palangka Raya,307796.0,324082.0,345417.0,353853.0,379420.0,435008.0,456276.0,485800.0,530223.0,555618.0,78.62,79.21,79.69,80.34,80.77,80.77,80.82,81.16,81.68,82.2,12629.0,12899.0,13435.0,13677.0,14091.0,14055.0,14070.0,14345.0,14727.0,15188.0
Kota Palembang,431242.0,456225.0,480735.0,510994.0,521489.0,548563.0,567518.0,597136.0,643356.0,660932.0,76.29,76.59,77.22,77.89,78.44,78.33,78.72,79.47,80.02,80.57,13785.0,13981.0,14277.0,14697.0,15087.0,14679.0,14704.0,15168.0,15592.0,16150.0
Kota Palopo,246727.0,261056.0,274319.0,292602.0,324233.0,362859.0,383007.0,403144.0,442276.0,466521.0,76.27,76.45,76.71,77.3,77.98,78.06,78.38,78.91,79.45,79.94,12005.0,12156.0,12319.0,12662.0,12986.0,12995.0,13117.0,13404.0,13892.0,14369.0
Kota Palu,416596.0,451437.0,473555.0,492085.0,522444.0,559246.0,571605.0,604280.0,632261.0,658112.0,79.63,79.73,80.24,80.91,81.5,81.47,81.7,82.02,82.52,82.88,14545.0,14663.0,14871.0,15074.0,15205.0,14839.0,14894.0,15162.0,15501.0,15941.0
Kota Pangkal Pinang,527668.0,604011.0,654044.0,700949.0,748487.0,795653.0,808839.0,858840.0,894224.0,925522.0,76.61,76.73,76.86,77.43,77.97,78.22,78.57,79.24,79.93,80.4,14707.0,14807.0,14923.0,15560.0,15883.0,15663.0,15716.0,16307.0,16734.0,16750.0
Kota Parepare,270508.0,281951.0,292685.0,308337.0,323839.0,363710.0,383471.0,402126.0,445032.0,467151.0,76.31,76.48,76.68,77.19,77.62,77.86,78.21,78.54,79.03,79.64,12817.0,12966.0,13078.0,13303.0,13648.0,13663.0,13786.0,14027.0,14495.0,14928.0
Kota Pariaman,359965.0,392970.0,412231.0,431368.0,446514.0,480028.0,495386.0,522932.0,576455.0,609286.0,74.98,75.44,75.71,76.26,76.7,76.9,77.07,77.65,78.13,78.88,11814.0,12141.0,12425.0,12611.0,12958.0,12796.0,12818.0,13150.0,13355.0,13784.0
Kota Pasuruan,343392.0,362224.0,378593.0,415171.0,434435.0,441531.0,461624.0,486893.0,529512.0,554195.0,73.78,74.11,74.39,74.78,75.25,75.26,75.62,76.54,77.17,77.75,11963.0,12295.0,12557.0,12931.0,13393.0,13281.0,13354.0,13803.0,14250.0,14664.0
Kota Payakumbuh,390151.0,424233.0,441736.0,462243.0,482184.0,526490.0,543335.0,573234.0,616357.0,648230.0,77.42,77.56,77.91,78.23,78.95,78.9,79.08,79.53,79.97,80.61,12622.0,12705.0,12858.0,13114.0,13464.0,13281.0,13317.0,13687.0,13978.0,14260.0
Kota Pekalongan,352717.0,375600.0,390555.0,415172.0,425026.0,460789.0,480415.0,513243.0,565998.0,605312.0,72.69,73.32,73.77,74.24,74.77,74.98,75.4,75.9,76.71,77.22,11253.0,11721.0,11800.0,12312.0,12680.0,12467.0,12598.0,13158.0,14056.0,14547.0
Kota Pekanbaru,416479.0,435082.0,473788.0,499852.0,516368.0,589281.0,613183.0,655389.0,712000.0,749522.0,79.32,79.69,79.97,80.66,81.35,81.32,81.58,82.06,82.38,82.89,14126.0,14225.0,14497.0,14778.0,15206.0,14433.0,14360.0,14804.0,14983.0,15212.0
Kota Pematang Siantar,403918.0,429365.0,464794.0,474084.0,502726.0,536486.0,583588.0,631886.0,670183.0,709992.0,76.34,76.9,77.54,77.88,78.57,78.75,79.17,79.7,80.46,81.17,11388.0,11878.0,12106.0,12290.0,12571.0,12372.0,12436.0,12744.0,12984.0,13349.0
Kota Pontianak,403905.0,427783.0,439648.0,483618.0,523736.0,567432.0,578615.0,622735.0,677512.0,708333.0,77.52,77.63,77.93,78.56,79.35,79.44,79.93,80.48,81.03,81.57,13737.0,13838.0,13904.0,14322.0,14515.0,14465.0,14610.0,15141.0,15632.0,16212.0
Kota Prabumulih,441420.0,466459.0,493871.0,530748.0,541648.0,569769.0,592210.0,623429.0,649951.0,650002.0,73.19,73.38,73.58,74.04,74.4,74.55,74.67,75.52,76.46,77.08,12046.0,12162.0,12355.0,12765.0,13072.0,12723.0,12752.0,13106.0,13494.0,13982.0
Kota Probolinggo,403037.0,418480.0,437392.0,479267.0,501505.0,524528.0,545955.0,575195.0,628380.0,654409.0,71.01,71.5,72.09,72.53,73.27,73.27,73.66,74.56,75.43,76.27,10558.0,10792.0,11390.0,11796.0,12280.0,12180.0,12245.0,12571.0,12999.0,13405.0
Kota Sabang,475111.0,492787.0,523705.0,552272.0,563100.0,599381.0,620373.0,660573.0,715446.0,725956.0,72.51,73.36,74.1,74.82,75.77,75.78,76.11,76.85,77.52,78.32,10041.0,10507.0,10610.0,10899.0,11444.0,11273.0,11378.0,11780.0,12137.0,12625.0
Kota Salatiga,337511.0,345146.0,359944.0,380856.0,418955.0,454154.0,480903.0,518815.0,565031.0,596659.0,80.96,81.14,81.68,82.41,83.12,83.14,83.6,84.35,84.99,85.72,14600.0,14811.0,14921.0,15464.0,15944.0,15699.0,15843.0,16351.0,16650.0,17096.0
Kota Samarinda,533401.0,566392.0,594645.0,616365.0,658307.0,719710.0,750055.0,784198.0,850842.0,877945.0,78.69,78.91,79.46,79.93,80.2,80.11,80.76,81.43,82.32,82.81,13825.0,14010.0,14175.0,14466.0,14613.0,14135.0,14582.0,15162.0,15610.0,16160.0
Kota Sawah Lunto,293725.0,318721.0,337682.0,354665.0,374615.0,399688.0,412757.0,443301.0,487610.0,524196.0,69.87,70.67,71.13,71.72,72.39,72.64,72.88,73.73,74.42,75.13,8931.0,9051.0,9343.0,9765.0,10238.0,10182.0,10195.0,10537.0,10829.0,11187.0
Kota Semarang,368477.0,382160.0,402297.0,427511.0,474930.0,522691.0,543929.0,589598.0,642456.0,671936.0,80.23,81.19,82.01,82.72,83.19,83.05,83.55,84.08,84.43,85.25,13589.0,13909.0,14334.0,14895.0,15550.0,15243.0,15425.0,16047.0,16420.0,16990.0
Kota Serang,255614.0,281926.0,296819.0,350237.0,379641.0,411595.0,431210.0,460613.0,511575.0,540786.0,70.51,71.09,71.31,71.68,72.1,72.16,72.44,72.98,73.48,73.99,12289.0,12660.0,12914.0,13261.0,13418.0,13212.0,13281.0,13709.0,14088.0,14603.0
Kota Sibolga,355225.0,391681.0,413454.0,415478.0,425236.0,453786.0,485527.0,516367.0,568188.0,612818.0,71.64,72.0,72.28,72.65,73.41,73.63,73.94,74.74,75.2,75.66,10765.0,11034.0,11221.0,11405.0,11656.0,11473.0,11540.0,12135.0,12285.0,12713.0
Kota Singkawang,376797.0,387801.0,410717.0,464673.0,492131.0,510596.0,527892.0,552823.0,588561.0,614077.0,70.03,70.1,70.25,71.08,71.72,71.94,72.11,72.89,73.39,73.87,10982.0,11006.0,11122.0,11514.0,11789.0,11650.0,11767.0,12089.0,12457.0,12945.0
Kota Solok,370229.0,385781.0,413297.0,414673.0,440618.0,450254.0,464977.0,491488.0,538682.0,569869.0,76.83,77.07,77.44,77.89,78.38,78.29,78.41,79.23,79.58,80.0,11350.0,11519.0,11673.0,11968.0,12337.0,12117.0,12168.0,12515.0,12709.0,12995.0
Kota Sorong,570657.0,625071.0,657148.0,668533.0,725117.0,765183.0,791155.0,827339.0,889486.0,902534.0,75.91,76.33,76.73,77.35,77.98,78.45,78.49,78.98,79.65,79.93,12590.0,12858.0,13141.0,13484.0,13815.0,13954.0,13744.0,13874.0,14133.0,14368.0
Kota Subulussalam,244628.0,250408.0,273370.0,315453.0,351093.0,400517.0,418643.0,444818.0,487777.0,504372.0,61.32,62.18,62.88,63.48,64.46,64.93,65.27,66.2,67.1,68.04,6504.0,6669.0,6887.0,7039.0,7463.0,7317.0,7385.0,7689.0,8065.0,8491.0
Kota Sukabumi,421908.0,441948.0,470133.0,497995.0,520742.0,547415.0,567734.0,594118.0,644276.0,678258.0,71.84,72.33,73.03,73.55,74.31,74.21,74.6,75.4,76.32,76.85,9729.0,9819.0,10188.0,10609.0,11204.0,10999.0,10942.0,11229.0,11799.0,12252.0
Kota Sungai Penuh,295969.0,317556.0,334856.0,351391.0,373673.0,401966.0,426380.0,450708.0,491568.0,610141.0,73.03,73.35,73.75,74.67,75.36,75.42,75.7,76.17,76.65,77.4,9502.0,9604.0,9707.0,10186.0,10510.0,10248.0,10454.0,10745.0,11027.0,11499.0
Kota Surabaya,418930.0,438283.0,474365.0,530178.0,567474.0,592137.0,611466.0,652540.0,718370.0,742678.0,79.47,80.38,81.07,81.74,82.22,82.23,82.31,82.74,83.45,84.14,15991.0,16295.0,16726.0,17157.0,17854.0,17755.0,17862.0,18345.0,18977.0,19666.0
Kota Surakarta,406840.0,430293.0,448062.0,464063.0,473516.0,487445.0,511216.0,538441.0,600953.0,638102.0,80.14,80.76,80.85,81.46,81.86,82.21,82.62,83.08,83.54,84.4,13604.0,13900.0,13986.0,14528.0,15049.0,14761.0,14911.0,15463.0,15870.0,16291.0
Kota Tangerang,455228.0,496349.0,508551.0,556782.0,584318.0,632835.0,655061.0,695225.0,746468.0,785113.0,76.08,76.81,77.01,77.92,78.43,78.25,78.5,78.9,79.46,80.02,13766.0,13911.0,14104.0,14443.0,14860.0,14484.0,14575.0,14909.0,15377.0,15641.0
Kota Tangerang Selatan,433967.0,472968.0,494784.0,549150.0,593781.0,643083.0,665610.0,712717.0,782543.0,828278.0,79.38,80.11,80.84,81.17,81.48,81.36,81.6,81.95,82.28,82.89,14588.0,14972.0,15291.0,15672.0,15988.0,15667.0,15751.0,15997.0,16225.0,17028.0
Kota Tanjung Balai,322324.0,345900.0,374442.0,397647.0,421671.0,444125.0,482602.0,515456.0,554065.0,592573.0,66.74,67.09,67.41,68.0,68.51,68.65,68.94,69.86,70.59,71.1,10326.0,10577.0,10778.0,11102.0,11383.0,11132.0,11225.0,11589.0,11753.0,12264.0
Kota Tanjung Pinang,542857.0,582414.0,598631.0,625473.0,659170.0,691738.0,719776.0,764410.0,771584.0,798218.0,77.57,77.77,78.0,78.33,78.73,78.91,78.93,79.64,80.23,80.63,14446.0,14645.0,14881.0,15292.0,15838.0,15498.0,15439.0,15864.0,16213.0,16663.0
Kota Tarakan,485447.0,519774.0,572213.0,613593.0,654308.0,696585.0,711268.0,773446.0,819621.0,854967.0,74.7,74.88,75.27,75.69,76.09,75.83,76.23,76.68,77.53,77.96,10642.0,10715.0,10841.0,11153.0,11509.0,10894.0,11261.0,11596.0,11992.0,12451.0
Kota Tasikmalaya,367673.0,397215.0,416837.0,447008.0,457899.0,470150.0,480341.0,498711.0,537497.0,565377.0,69.99,70.58,71.51,72.03,72.84,73.04,73.31,73.83,74.47,75.04,8785.0,9145.0,9497.0,9855.0,10414.0,10263.0,10213.0,10578.0,11063.0,11431.0
Kota Tebing Tinggi,355621.0,383650.0,415307.0,426469.0,460533.0,493227.0,536531.0,578512.0,623531.0,665016.0,72.81,73.58,73.9,74.5,75.08,75.17,75.42,76.17,76.98,77.45,11393.0,11747.0,12055.0,12434.0,12895.0,12876.0,12939.0,13144.0,13385.0,13900.0
Kota Tegal,371528.0,395631.0,418845.0,455488.0,465047.0,502031.0,523413.0,565826.0,623617.0,664922.0,72.96,73.55,73.95,74.44,74.93,75.07,75.52,76.15,77.02,77.43,11748.0,11849.0,12283.0,12830.0,13250.0,12999.0,13143.0,13455.0,14013.0,14358.0
Kota Ternate,459551.0,489810.0,514396.0,537524.0,578185.0,595553.0,629463.0,661459.0,668074.0,701354.0,77.64,77.8,78.48,79.13,80.03,79.82,80.14,80.81,81.35,82.12,12529.0,12643.0,12989.0,13166.0,13632.0,13091.0,13290.0,13586.0,14042.0,14731.0
Kota Tidore Kepulauan,340912.0,368796.0,387307.0,404721.0,435277.0,448352.0,472651.0,484983.0,540752.0,581193.0,67.45,68.37,69.25,69.89,70.83,70.53,70.99,71.55,72.4,72.91,7631.0,7772.0,8044.0,8232.0,8608.0,8188.0,8316.0,8586.0,9034.0,9269.0
Kota Tomohon,313236.0,336266.0,354635.0,363856.0,394584.0,422746.0,440680.0,461424.0,508251.0,530321.0,74.36,74.91,75.34,75.78,76.67,76.69,76.86,77.44,78.1,78.89,10469.0,10936.0,11323.0,11647.0,12152.0,11745.0,11851.0,12268.0,12488.0,13045.0
Kota Tual,328247.0,345670.0,372731.0,510231.0,535425.0,574105.0,600172.0,640542.0,722498.0,746967.0,65.2,65.64,66.25,67.21,67.74,67.96,68.16,68.6,69.43,70.21,6683.0,6803.0,7012.0,7323.0,7506.0,7351.0,7405.0,7519.0,7825.0,8238.0
Kota Yogyakarta,383966.0,401193.0,423815.0,467061.0,495562.0,533423.0,556674.0,601905.0,662267.0,686973.0,84.56,85.32,85.49,86.11,86.65,86.61,87.18,87.69,88.28,88.77,17317.0,17770.0,18005.0,18629.0,19125.0,18678.0,18801.0,19319.0,19920.0,20603.0
Kotawaringin Barat,293436.0,319064.0,338230.0,344337.0,360942.0,397883.0,418388.0,476297.0,513949.0,536747.0,70.6,71.13,72.11,72.46,72.85,72.87,73.07,73.41,74.04,74.44,11979.0,12101.0,12420.0,12788.0,13175.0,13109.0,13117.0,13352.0,13798.0,14095.0
Kotawaringin Timur,325234.0,353640.0,381776.0,393474.0,416777.0,446039.0,467551.0,510290.0,547170.0,572827.0,68.61,69.42,70.17,70.56,71.16,71.31,71.38,71.67,72.21,72.66,10525.0,10922.0,11249.0,11556.0,11905.0,11854.0,11866.0,12048.0,12546.0,13042.0
Kuantan Singingi,441315.0,468199.0,497747.0,521591.0,545403.0,580453.0,599163.0,638678.0,693493.0,736050.0,68.32,68.66,69.53,69.96,70.78,70.31,70.6,71.09,71.67,72.33,9770.0,9892.0,10274.0,10476.0,10820.0,10243.0,10309.0,10647.0,10945.0,11182.0
Kubu Raya,305859.0,329511.0,359461.0,377302.0,401586.0,423430.0,431211.0,457367.0,492642.0,511815.0,65.02,65.54,66.31,67.23,67.76,67.95,68.16,68.91,69.6,70.25,7994.0,8145.0,8430.0,8532.0,8773.0,8709.0,8630.0,9142.0,9605.0,10132.0
Kudus,328404.0,356951.0,373224.0,393078.0,406470.0,429666.0,450992.0,482806.0,520830.0,550075.0,72.72,72.94,73.84,74.58,74.94,75.0,75.16,75.89,76.71,77.22,10203.0,10348.0,10639.0,10979.0,11318.0,11160.0,11272.0,11609.0,12088.0,12533.0
Kulon Progo,273436.0,297353.0,312403.0,323105.0,333781.0,353807.0,360202.0,381666.0,416870.0,438007.0,71.52,72.38,73.23,73.76,74.44,74.46,74.71,75.46,75.79,76.14,8688.0,8938.0,9277.0,9698.0,10275.0,10041.0,10069.0,10511.0,10723.0,10990.0
Kuningan,276154.0,289901.0,302061.0,332483.0,340775.0,352358.0,358069.0,371665.0,402767.0,420867.0,67.19,67.51,67.78,68.55,69.12,69.38,69.71,70.16,70.72,71.26,8516.0,8580.0,8736.0,9297.0,9673.0,9459.0,9409.0,9620.0,10011.0,10418.0
