kabupaten_kota,ipm,garis_kemiskinan,pengeluaran_perkapita,tahun
Pidie,70.63,493145.0,9816.0,2020
Bireuen,72.28,410203.0,8857.0,2020
Aceh Utara,69.33,375394.0,8122.0,2020
Aceh Barat Daya,66.75,393640.0,8316.0,2020
Gayo Lues,67.22,425529.0,8791.0,2020
Aceh Tamiang,69.24,459387.0,8327.0,2020
Nagan Raya,69.18,493121.0,8216.0,2020
Aceh Jaya,69.75,428094.0,9615.0,2020
Bener Meriah,72.98,457916.0,11098.0,2020
Pidie Jaya,73.2,481308.0,10071.0,2020
Kota Banda Aceh,85.41,674977.0,16778.0,2020
Kota Sabang,75.78,599381.0,11273.0,2020
Kota Langsa,77.17,407421.0,12057.0,2020
Kota Lhokseumawe,77.31,401158.0,11367.0,2020
Kota Subulussalam,64.93,400517.0,7317.0,2020
Nias,61.93,405355.0,6898.0,2020
Mandailing Natal,66.79,400721.0,9684.0,2020
Tapanuli Selatan,70.12,397363.0,11236.0,2020
Tapanuli Tengah,69.23,406646.0,10071.0,2020
Tapanuli Utara,73.47,406813.0,11648.0,2020
Labuhan Batu,72.01,425035.0,11150.0,2020
Asahan,70.29,351314.0,10890.0,2020
Simalungun,73.25,387549.0,11308.0,2020
Dairi,71.57,380275.0,10350.0,2020
Karo,74.43,500921.0,12349.0,2020
Deli Serdang,75.44,413202.0,12225.0,2020
Langkat,71.0,412422.0,11071.0,2020
Nias Selatan,61.89,312453.0,6974.0,2020
Humbang Hasundutan,68.87,374768.0,7850.0,2020
Pakpak Bharat,67.59,311584.0,8170.0,2020
Samosir,70.63,341843.0,8422.0,2020
Serdang Bedagai,70.24,416991.0,10950.0,2020
Batu Bara,68.36,452393.0,10410.0,2020
Padang Lawas Utara,69.85,380379.0,9987.0,2020
Padang Lawas,68.25,367932.0,8807.0,2020
Labuhan Batu Selatan,71.4,404819.0,11495.0,2020
Labuhan Batu Utara,71.61,471678.0,11779.0,2020
Nias Utara,62.36,429836.0,6064.0,2020
Nias Barat,61.51,433249.0,5830.0,2020
Kota Sibolga,73.63,453786.0,11473.0,2020
Kota Tanjung Balai,68.65,444125.0,11132.0,2020
Kota Pematang Siantar,78.75,536486.0,12372.0,2020
Kota Tebing Tinggi,75.17,493227.0,12876.0,2020
Kota Medan,80.98,553796.0,14890.0,2020
Kota Binjai,75.89,433746.0,10997.0,2020
Kota Padangsidimpuan,75.22,417455.0,10856.0,2020
Kota Gunungsitoli,69.31,370967.0,7980.0,2020
Kepulauan Mentawai,61.09,340191.0,6281.0,2020
Pesisir Selatan,69.9,467743.0,9212.0,2020
Solok,69.08,451906.0,10171.0,2020
Sijunjung,67.74,433147.0,10361.0,2020
Tanah Datar,72.33,420049.0,10588.0,2020
Padang Pariaman,70.61,455463.0,10998.0,2020
Agam,72.46,424728.0,9651.0,2020
Lima Puluh Kota,69.47,451295.0,9596.0,2020
Pasaman,66.64,388726.0,8425.0,2020
Solok Selatan,69.04,419442.0,10325.0,2020
Dharmasraya,71.51,477421.0,11273.0,2020
Pasaman Barat,68.49,467769.0,9047.0,2020
Kota Padang,82.82,570654.0,14481.0,2020
Kota Solok,78.29,450254.0,12117.0,2020
Kota Sawah Lunto,72.64,399688.0,10182.0,2020
Kota Padang Panjang,77.93,491142.0,10734.0,2020
Kota Bukittinggi,80.58,519470.0,13282.0,2020
Kota Payakumbuh,78.9,526490.0,13281.0,2020
Kota Pariaman,76.9,480028.0,12796.0,2020
Kuantan Singingi,70.31,580453.0,10243.0,2020
Indragiri Hulu,69.83,522110.0,10202.0,2020
Indragiri Hilir,66.54,495305.0,9954.0,2020
Pelalawan,71.56,585728.0,11606.0,2020
Siak,73.68,473128.0,11799.0,2020
Kampar,72.83,460991.0,10796.0,2020
Rokan Hulu,69.38,532643.0,9374.0,2020
Bengkalis,73.46,581416.0,11331.0,2020
Rokan Hilir,69.15,418473.0,9362.0,2020
Kepulauan Meranti,65.5,520955.0,7790.0,2020
Kota Pekanbaru,81.32,589281.0,14433.0,2020
Kota Dumai,74.4,484609.0,11751.0,2020
Kerinci,71.21,385571.0,9995.0,2020
Merangin,69.19,440156.0,10279.0,2020
Sarolangun,69.86,459092.0,11616.0,2020
Batang Hari,69.84,450233.0,9825.0,2020
Muaro Jambi,69.18,409104.0,8556.0,2020
Tanjung Jabung Timur,64.43,392778.0,9026.0,2020
Tanjung Jabung Barat,67.54,396113.0,9480.0,2020
Tebo,69.14,435523.0,10389.0,2020
Bungo,69.92,422801.0,11471.0,2020
Kota Jambi,78.37,529090.0,12056.0,2020
Kota Sungai Penuh,75.42,401966.0,10248.0,2020
Ogan Komering Ulu,69.32,457452.0,10020.0,2020
Ogan Komering Ilir,66.82,375837.0,10725.0,2020
Muara Enim,68.74,390342.0,10951.0,2020
Lahat,67.44,457569.0,9730.0,2020
Musi Rawas,66.79,467766.0,9520.0,2020
Musi Banyuasin,67.69,519797.0,10088.0,2020
Banyu Asin,66.74,429816.0,9850.0,2020
Ogan Komering Ulu Selatan,65.3,341148.0,8580.0,2020
Ogan Komering Ulu Timur,69.28,343601.0,11505.0,2020
Ogan Ilir,67.06,469746.0,10424.0,2020
Empat Lawang,65.25,341007.0,9350.0,2020
Penukal Abab Lematang Ilir,64.7,412236.0,8196.0,2020
Musi Rawas Utara,64.49,504598.0,9783.0,2020
Kota Palembang,78.33,548563.0,14679.0,2020
Kota Prabumulih,74.55,569769.0,12723.0,2020
Kota Pagar Alam,68.31,342738.0,8795.0,2020
Kota Lubuklinggau,74.78,495213.0,13243.0,2020
Bengkulu Selatan,70.63,394513.0,9837.0,2020
Rejang Lebong,70.44,472555.0,10234.0,2020
Bengkulu Utara,68.82,387881.0,10263.0,2020
Kaur,66.99,338451.0,8593.0,2020
Seluma,66.89,400090.0,8220.0,2020
Mukomuko,68.45,448127.0,10266.0,2020
Lebong,67.01,424637.0,11124.0,2020
Kepahiang,68.17,396184.0,9273.0,2020
Bengkulu Tengah,67.61,431688.0,9392.0,2020
Kota Bengkulu,80.36,702578.0,13938.0,2020
Lampung Barat,67.8,443313.0,9929.0,2020
Tanggamus,66.42,397984.0,9250.0,2020
Lampung Selatan,68.36,422328.0,9875.0,2020
Lampung Timur,69.37,398298.0,9983.0,2020
Lampung Tengah,70.16,436777.0,11219.0,2020
Lampung Utara,67.67,441045.0,8733.0,2020
Way Kanan,67.44,377712.0,9102.0,2020
Tulangbawang,68.52,438744.0,10683.0,2020
Pesawaran,65.79,403441.0,7892.0,2020
Pringsewu,70.3,458627.0,10262.0,2020
Mesuji,63.63,423133.0,7894.0,2020
Tulang Bawang Barat,65.97,432693.0,8395.0,2020
Pesisir Barat,63.91,441917.0,8457.0,2020
Kota Bandar Lampung,77.44,634743.0,12197.0,2020
Kota Metro,77.19,406351.0,11906.0,2020
Bangka,72.4,577093.0,12416.0,2020
Belitung,72.51,812321.0,13554.0,2020
Bangka Barat,69.08,589894.0,12233.0,2020
Bangka Tengah,70.45,721331.0,12909.0,2020
Bangka Selatan,66.9,561617.0,11757.0,2020
Belitung Timur,70.92,725395.0,11730.0,2020
Kota Pangkal Pinang,78.22,795653.0,15663.0,2020
Karimun,71.44,411052.0,11885.0,2020
Bintan,74.13,417654.0,14482.0,2020
Natuna,72.72,408164.0,14705.0,2020
Lingga,65.29,472384.0,11998.0,2020
Kepulauan Anambas,68.8,416877.0,11875.0,2020
Kota Batam,81.11,707856.0,18095.0,2020
Kota Tanjung Pinang,78.91,691738.0,15498.0,2020
Kota Jakarta Selatan,84.72,782731.0,23575.0,2020
Kota Jakarta Timur,82.66,581954.0,17438.0,2020
Kota Jakarta Pusat,81.39,672328.0,17179.0,2020
Kota Jakarta Barat,81.38,557803.0,20468.0,2020
Kota Jakarta Utara,80.29,594240.0,18437.0,2020
Bogor,70.4,402877.0,10317.0,2020
Sukabumi,66.88,328284.0,8823.0,2020
Cianjur,65.36,371699.0,7980.0,2020
Bandung,72.39,367403.0,10201.0,2020
Garut,66.12,310437.0,7876.0,2020
Tasikmalaya,65.67,323880.0,7852.0,2020
Ciamis,70.49,378108.0,9288.0,2020
Kuningan,69.38,352358.0,9459.0,2020
Cirebon,68.75,393452.0,10342.0,2020
Majalengka,67.59,453201.0,9521.0,2020
Sumedang,71.64,353092.0,10217.0,2020
Indramayu,67.29,474807.0,9859.0,2020
Subang,68.95,351885.0,10790.0,2020
Purwakarta,70.82,378287.0,11614.0,2020
Karawang,70.66,466152.0,11315.0,2020
Bekasi,74.07,518667.0,11241.0,2020
Bandung Barat,68.08,362212.0,8455.0,2020
Pangandaran,68.06,382264.0,9084.0,2020
Kota Bogor,76.11,547399.0,11564.0,2020
Kota Sukabumi,74.21,547415.0,10999.0,2020
Kota Bandung,81.51,500452.0,16887.0,2020
Kota Cirebon,74.89,457954.0,11800.0,2020
Kota Bekasi,81.5,657953.0,15776.0,2020
Kota Depok,80.97,688194.0,15281.0,2020
Kota Cimahi,77.83,511375.0,12025.0,2020
Kota Tasikmalaya,73.04,470150.0,10263.0,2020
Kota Banjar,71.7,344363.0,10535.0,2020
Cilacap,69.95,351735.0,10440.0,2020
Banyumas,71.98,406250.0,11448.0,2020
Purbalingga,68.97,375199.0,9914.0,2020
Banjarnegara,67.45,318334.0,9263.0,2020
Kebumen,69.81,380557.0,8901.0,2020
Purworejo,72.68,364289.0,10163.0,2020
Wonosobo,68.22,362683.0,10621.0,2020
Magelang,69.87,342430.0,9301.0,2020
Boyolali,74.25,347520.0,12910.0,2020
Klaten,75.56,419510.0,11921.0,2020
Sukoharjo,76.98,393776.0,11325.0,2020
Wonogiri,70.25,341643.0,9286.0,2020
Karanganyar,75.86,385563.0,11428.0,2020
Sragen,73.95,348890.0,12589.0,2020
Grobogan,69.87,395001.0,10221.0,2020
Blora,68.84,353259.0,9571.0,2020
Rembang,70.02,403932.0,10328.0,2020
Pati,71.77,445913.0,10390.0,2020
Kudus,75.0,429666.0,11160.0,2020
Jepara,71.99,407056.0,10343.0,2020
Demak,72.22,432533.0,10128.0,2020
Semarang,74.1,404455.0,11966.0,2020
Temanggung,69.57,323705.0,9343.0,2020
Kendal,72.29,396691.0,11425.0,2020
Batang,68.65,309202.0,9431.0,2020
Pekalongan,69.63,403662.0,10312.0,2020
Pemalang,66.32,389209.0,8461.0,2020
Tegal,68.39,390520.0,9612.0,2020
Brebes,66.11,431897.0,10058.0,2020
Kota Magelang,78.99,522099.0,12210.0,2020
Kota Surakarta,82.21,487445.0,14761.0,2020
Kota Salatiga,83.14,454154.0,15699.0,2020
Kota Semarang,83.05,522691.0,15243.0,2020
Kota Pekalongan,74.98,460789.0,12467.0,2020
Kota Tegal,75.07,502031.0,12999.0,2020
Kulon Progo,74.46,353807.0,10041.0,2020
Bantul,80.01,405613.0,15517.0,2020
Gunung Kidul,69.98,319851.0,9486.0,2020
Sleman,83.84,411610.0,15926.0,2020
Kota Yogyakarta,86.61,533423.0,18678.0,2020
Pacitan,68.39,296271.0,8796.0,2020
Ponorogo,70.81,326205.0,9670.0,2020
Trenggalek,69.74,340915.0,9630.0,2020
Tulungagung,73.0,362213.0,10705.0,2020
Blitar,70.58,325675.0,10654.0,2020
Kediri,72.05,324215.0,11000.0,2020
Malang,70.36,338156.0,10028.0,2020
Lumajang,65.46,318196.0,9088.0,2020
Jember,67.11,365295.0,9294.0,2020
Banyuwangi,70.62,373679.0,12140.0,2020
Bondowoso,66.43,408352.0,10610.0,2020
Situbondo,67.38,322527.0,9857.0,2020
Probolinggo,66.07,441258.0,10859.0,2020
Pasuruan,68.6,355299.0,10164.0,2020
Sidoarjo,80.29,486421.0,14458.0,2020
Mojokerto,73.83,406043.0,12779.0,2020
Jombang,72.97,410116.0,11261.0,2020
Nganjuk,71.72,428882.0,12130.0,2020
Madiun,71.73,364638.0,11574.0,2020
Magetan,73.92,354936.0,11776.0,2020
Ngawi,70.54,342556.0,11418.0,2020
Bojonegoro,69.04,362383.0,10121.0,2020
Tuban,68.4,371465.0,10238.0,2020
Lamongan,72.58,397980.0,11456.0,2020
Gresik,76.11,492628.0,13246.0,2020
Bangkalan,64.11,418908.0,8610.0,2020
Sampang,62.7,374908.0,8739.0,2020
Pamekasan,66.26,357074.0,8739.0,2020
Sumenep,66.43,382491.0,8888.0,2020
Kota Kediri,78.23,493438.0,12239.0,2020
Kota Blitar,78.57,465868.0,13733.0,2020
Kota Malang,81.45,554791.0,16593.0,2020
Kota Probolinggo,73.27,524528.0,12180.0,2020
Kota Pasuruan,75.26,441531.0,13281.0,2020
Kota Mojokerto,78.04,482016.0,13499.0,2020
Kota Madiun,80.91,497628.0,16018.0,2020
Kota Surabaya,82.23,592137.0,17755.0,2020
Kota Batu,75.9,509886.0,12824.0,2020
Pandeglang,65.0,361713.0,8572.0,2020
Lebak,63.91,334509.0,8690.0,2020
Tangerang,71.92,520742.0,12203.0,2020
Serang,66.7,341074.0,10665.0,2020
Kota Tangerang,78.25,632835.0,14484.0,2020
Kota Cilegon,73.05,504571.0,13010.0,2020
Kota Serang,72.16,411595.0,13212.0,2020
Kota Tangerang Selatan,81.36,643083.0,15667.0,2020
Jembrana,72.36,403462.0,11790.0,2020
Tabanan,76.17,450571.0,14494.0,2020
Badung,81.6,587737.0,17503.0,2020
Gianyar,77.36,400079.0,14544.0,2020
Klungkung,71.73,318139.0,11376.0,2020
Bangli,69.36,346458.0,11268.0,2020
Buleleng,72.55,424602.0,13463.0,2020
Kota Denpasar,83.93,618064.0,19723.0,2020
Lombok Barat,68.2,439595.0,11304.0,2020
Lombok Tengah,66.43,421439.0,9952.0,2020
Lombok Timur,66.3,447263.0,9409.0,2020
Sumbawa,67.61,369115.0,9146.0,2020
Dompu,67.84,362142.0,8889.0,2020
Bima,66.3,356352.0,8468.0,2020
Sumbawa Barat,71.63,489863.0,11536.0,2020
Lombok Utara,64.42,451721.0,9006.0,2020
Kota Mataram,78.91,499959.0,14968.0,2020
Kota Bima,75.81,383161.0,11105.0,2020
Sumba Barat,63.53,358252.0,7321.0,2020
Sumba Timur,65.52,370487.0,9406.0,2020
Kupang,64.32,379600.0,7526.0,2020
Timor Tengah Selatan,62.15,338099.0,6861.0,2020
Timor Tengah Utara,63.53,386990.0,6364.0,2020
Belu,62.68,372087.0,7479.0,2020
Alor,61.33,336402.0,6786.0,2020
Lembata,64.74,388577.0,7305.0,2020
Flores Timur,64.22,301611.0,7631.0,2020
Sikka,65.11,324775.0,8081.0,2020
Ende,67.04,392591.0,9094.0,2020
Ngada,67.88,363531.0,8865.0,2020
Manggarai,64.54,340633.0,7203.0,2020
Rote Ndao,62.39,322619.0,6539.0,2020
Manggarai Barat,63.89,340094.0,7468.0,2020
Sumba Tengah,61.53,307853.0,6108.0,2020
Sumba Barat Daya,62.28,383674.0,6372.0,2020
Nagekeo,65.81,353481.0,8309.0,2020
Manggarai Timur,60.85,344642.0,5818.0,2020
Sabu Raijua,57.02,403846.0,5265.0,2020
Malaka,60.21,371812.0,5901.0,2020
Kota Kupang,79.71,587921.0,13337.0,2020
Sambas,67.03,438062.0,9858.0,2020
Bengkayang,67.87,365755.0,9102.0,2020
Landak,65.98,385314.0,7357.0,2020
Sanggau,65.77,346983.0,8245.0,2020
Ketapang,67.17,468450.0,9163.0,2020
Sintang,66.88,573128.0,8728.0,2020
Kapuas Hulu,65.69,465360.0,7162.0,2020
Sekadau,64.76,339456.0,7434.0,2020
Melawi,65.55,550535.0,8332.0,2020
Kayong Utara,62.68,311643.0,7842.0,2020
Kubu Raya,67.95,423430.0,8709.0,2020
Kota Pontianak,79.44,567432.0,14465.0,2020
Kota Singkawang,71.94,510596.0,11650.0,2020
Kotawaringin Barat,72.87,397883.0,13109.0,2020
Kotawaringin Timur,71.31,446039.0,11854.0,2020
Kapuas,69.48,332999.0,11015.0,2020
Barito Selatan,70.22,433787.0,11486.0,2020
Barito Utara,70.59,504430.0,9936.0,2020
Sukamara,68.03,522601.0,8674.0,2020
Lamandau,70.51,479514.0,11190.0,2020
Seruyan,67.58,504264.0,9370.0,2020
Katingan,68.68,474056.0,10548.0,2020
Pulang Pisau,68.45,395989.0,10047.0,2020
Gunung Mas,70.81,438881.0,10793.0,2020
Barito Timur,71.39,517183.0,11319.0,2020
Murung Raya,67.98,492693.0,10419.0,2020
Kota Palangka Raya,80.77,435008.0,14055.0,2020
Tanah Laut,69.38,522845.0,11207.0,2020
Banjar,69.18,462375.0,12603.0,2020
Barito Kuala,66.22,340526.0,9805.0,2020
Tapin,70.11,446577.0,11841.0,2020
Hulu Sungai Selatan,68.85,528622.0,12672.0,2020
Hulu Sungai Tengah,68.84,417778.0,12153.0,2020
Hulu Sungai Utara,65.59,488237.0,9527.0,2020
Tabalong,72.19,531180.0,11283.0,2020
Tanah Bumbu,70.71,513803.0,11718.0,2020
Balangan,68.82,441488.0,11452.0,2020
Kota Banjarmasin,77.1,543546.0,14306.0,2020
Kota Banjar Baru,79.1,652030.0,13675.0,2020
Paser,72.04,515414.0,10344.0,2020
Kutai Barat,71.19,583532.0,9712.0,2020
Kutai Kartanegara,73.59,548423.0,10720.0,2020
Kutai Timur,73.0,610858.0,10485.0,2020
Berau,74.71,568500.0,12018.0,2020
Penajam Paser Utara,71.41,499807.0,11231.0,2020
Kota Balikpapan,80.01,613622.0,14549.0,2020
Kota Samarinda,80.11,719710.0,14135.0,2020
Kota Bontang,80.02,636491.0,16278.0,2020
Malinau,71.94,616161.0,9611.0,2020
Bulungan,71.1,472569.0,9121.0,2020
Tana Tidung,66.97,425348.0,7381.0,2020
Nunukan,65.79,450718.0,6804.0,2020
Kota Tarakan,75.83,696585.0,10894.0,2020
Bolaang Mongondow,67.89,325227.0,10128.0,2020
Minahasa,75.29,285596.0,12395.0,2020
Kepulauan Sangihe,70.73,272971.0,11427.0,2020
Kepulauan Talaud,69.4,294686.0,8505.0,2020
Minahasa Selatan,72.11,336715.0,11481.0,2020
Minahasa Utara,73.9,333535.0,11405.0,2020
Bolaang Mongondow Utara,66.99,264227.0,9062.0,2020
Siau Tagulandang Biaro,67.64,312581.0,8080.0,2020
Minahasa Tenggara,70.51,332966.0,10408.0,2020
Bolaang Mongondow Selatan,65.0,327648.0,8837.0,2020
Bolaang Mongondow Timur,65.99,335241.0,8998.0,2020
Kota Manado,78.93,424473.0,13886.0,2020
Kota Bitung,74.1,416993.0,12193.0,2020
Kota Tomohon,76.69,422746.0,11745.0,2020
Kota Kotamobagu,72.97,343675.0,10744.0,2020
Banggai Kepulauan,65.42,364025.0,7429.0,2020
Banggai,70.52,417863.0,9554.0,2020
Morowali,72.21,463140.0,10993.0,2020
Poso,71.28,515435.0,8808.0,2020
Donggala,65.56,360483.0,7960.0,2020
Toli-Toli,65.69,343770.0,7917.0,2020
Buol,67.82,375794.0,7942.0,2020
Parigi Moutong,65.44,444258.0,9641.0,2020
Tojo Una-Una,64.59,504889.0,7606.0,2020
Sigi,68.12,370788.0,8126.0,2020
Banggai Laut,65.43,359768.0,7663.0,2020
Morowali Utara,68.36,474170.0,8853.0,2020
Kota Palu,81.47,559246.0,14839.0,2020
Kepulauan Selayar,67.38,396822.0,8970.0,2020
Bulukumba,68.99,351180.0,10513.0,2020
Bantaeng,68.73,340890.0,11632.0,2020
Jeneponto,64.26,366453.0,9114.0,2020
Takalar,67.31,364378.0,10454.0,2020
Gowa,70.14,390917.0,9394.0,2020
Sinjai,67.6,329819.0,9439.0,2020
Maros,69.86,414324.0,10963.0,2020
Barru,71.0,337047.0,10923.0,2020
Bone,66.06,345009.0,8963.0,2020
Soppeng,68.67,315455.0,9483.0,2020
Wajo,69.15,350765.0,12386.0,2020
Sidenreng Rappang,71.21,349452.0,12073.0,2020
Pinrang,71.26,336346.0,11844.0,2020
Enrekang,72.76,338731.0,10844.0,2020
Luwu,70.51,347539.0,10014.0,2020
Tana Toraja,68.75,336877.0,7217.0,2020
Luwu Utara,69.57,354669.0,11562.0,2020
Luwu Timur,73.22,350576.0,12814.0,2020
Toraja Utara,69.33,328096.0,8097.0,2020
Kota Parepare,77.86,363710.0,13663.0,2020
Kota Palopo,78.06,362859.0,12995.0,2020
Buton,65.98,262541.0,7307.0,2020
Muna,69.02,358333.0,8203.0,2020
Konawe,71.35,323180.0,10126.0,2020
Kolaka,73.45,406919.0,12515.0,2020
Konawe Selatan,68.2,261382.0,9037.0,2020
Bombana,66.05,325949.0,8234.0,2020
Wakatobi,69.48,294440.0,9204.0,2020
Kolaka Utara,69.31,494836.0,10218.0,2020
Buton Utara,67.87,345039.0,7470.0,2020
Konawe Utara,69.86,305100.0,9165.0,2020
Kolaka Timur,67.02,405341.0,7727.0,2020
Konawe Kepulauan,65.41,335414.0,6700.0,2020
Muna Barat,65.08,357477.0,7485.0,2020
Buton Tengah,64.37,264699.0,7221.0,2020
Buton Selatan,64.93,248184.0,7263.0,2020
Kota Kendari,83.53,384379.0,14335.0,2020
Kota Baubau,75.9,344598.0,10483.0,2020
Boalemo,65.91,426961.0,8789.0,2020
Gorontalo,66.92,475102.0,9277.0,2020
Pohuwato,65.37,309174.0,10255.0,2020
Bone Bolango,69.98,424275.0,10052.0,2020
Gorontalo Utara,64.86,311200.0,8921.0,2020
Kota Gorontalo,77.13,569538.0,12278.0,2020
Majene,66.91,384344.0,10056.0,2020
Polewali Mandar,63.84,401057.0,8580.0,2020
Mamasa,66.02,273513.0,7747.0,2020
Mamuju,68.15,277078.0,9500.0,2020
Mamuju Tengah,65.71,255440.0,8414.0,2020
Maluku Tenggara,66.2,517821.0,7545.0,2020
Maluku Tengah,71.25,503800.0,10210.0,2020
Buru,68.95,492055.0,10316.0,2020
Kepulauan Aru,63.71,490565.0,7586.0,2020
Seram Bagian Barat,65.62,419793.0,8690.0,2020
Seram Bagian Timur,64.12,398430.0,9453.0,2020
Maluku Barat Daya,61.9,521899.0,6890.0,2020
Buru Selatan,64.69,628659.0,7566.0,2020
Kota Ambon,80.84,596042.0,14116.0,2020
Kota Tual,67.96,574105.0,7351.0,2020
Halmahera Barat,65.31,339283.0,7352.0,2020
Halmahera Tengah,65.42,466973.0,7841.0,2020
Kepulauan Sula,63.53,372561.0,6950.0,2020
Halmahera Selatan,63.84,324767.0,7068.0,2020
Halmahera Utara,67.5,248544.0,7414.0,2020
Halmahera Timur,66.75,569464.0,7876.0,2020
Pulau Morotai,62.5,276746.0,6290.0,2020
Pulau Taliabu,60.48,401710.0,6390.0,2020
Kota Ternate,79.82,595553.0,13091.0,2020
Kota Tidore Kepulauan,70.53,448352.0,8188.0,2020
Fakfak,68.36,578510.0,7599.0,2020
Kaimana,65.0,438991.0,8325.0,2020
Teluk Wondama,60.21,588838.0,8219.0,2020
Teluk Bintuni,64.55,683667.0,9974.0,2020
Manokwari,72.01,651032.0,12207.0,2020
Sorong Selatan,62.42,347898.0,6286.0,2020
Sorong,65.74,379951.0,7495.0,2020
Raja Ampat,63.89,374488.0,8014.0,2020
Tambrauw,53.45,393268.0,4998.0,2020
Maybrat,59.52,383715.0,5336.0,2020
Manokwari Selatan,59.84,678494.0,5505.0,2020
Pegunungan Arfak,56.33,670687.0,5099.0,2020
Kota Sorong,78.45,765183.0,13954.0,2020
Merauke,70.09,366296.0,10097.0,2020
Jayawijaya,58.03,461058.0,7441.0,2020
Jayapura,71.69,601005.0,9898.0,2020
Nabire,68.83,612872.0,8840.0,2020
Kepulauan Yapen,67.66,653819.0,7484.0,2020
Biak Numfor,72.19,574402.0,9705.0,2020
Paniai,56.31,512058.0,6361.0,2020
Puncak Jaya,48.37,639503.0,5282.0,2020
Mimika,74.19,870355.0,11431.0,2020
Boven Digoel,61.53,486179.0,7947.0,2020
Mappi,58.15,351801.0,6353.0,2020
Asmat,50.55,383790.0,5733.0,2020
Yahukimo,49.37,428433.0,4875.0,2020
Pegunungan Bintang,45.44,580393.0,5409.0,2020
Tolikara,49.5,404812.0,4826.0,2020
Sarmi,63.63,535586.0,6600.0,2020
Keerom,66.4,677050.0,8910.0,2020
Waropen,64.94,691544.0,6732.0,2020
Supiori,62.3,471401.0,5677.0,2020
Mamberamo Raya,51.78,727830.0,4581.0,2020
Nduga,31.55,360779.0,3975.0,2020
Lanny Jaya,47.86,490508.0,4350.0,2020
Mamberamo Tengah,47.57,412574.0,4462.0,2020
Yalimo,48.34,347171.0,4647.0,2020
Puncak,43.04,664865.0,5378.0,2020
Dogiyai,54.84,512654.0,5373.0,2020
Intan Jaya,47.79,662465.0,5283.0,2020
Deiyai,49.46,608868.0,4632.0,2020
Kota Jayapura,79.94,1021759.0,14763.0,2020
Simeulue,66.41,458896.0,7148.0,2021
Aceh Singkil,69.22,487249.0,8776.0,2021
Aceh Selatan,67.44,418689.0,8180.0,2021
Aceh Tenggara,69.44,404725.0,8030.0,2021
Aceh Timur,67.83,460422.0,8577.0,2021
Aceh Tengah,73.37,505933.0,10780.0,2021
Aceh Barat,71.67,533712.0,9593.0,2021
Aceh Besar,73.58,489498.0,9644.0,2021
Pidie,70.7,504452.0,9860.0,2021
Bireuen,72.33,422685.0,8867.0,2021
Aceh Utara,69.46,392412.0,8201.0,2021
Aceh Barat Daya,66.99,406157.0,8428.0,2021
Gayo Lues,67.56,438689.0,8856.0,2021
Aceh Tamiang,69.48,479801.0,8367.0,2021
Nagan Raya,69.31,508801.0,8292.0,2021
Aceh Jaya,69.84,441706.0,9666.0,2021
Bener Meriah,73.27,476074.0,11118.0,2021
Pidie Jaya,73.6,495254.0,10290.0,2021
Kota Banda Aceh,85.71,698617.0,16891.0,2021
Kota Sabang,76.11,620373.0,11378.0,2021
Kota Langsa,77.44,435438.0,12067.0,2021
Kota Lhokseumawe,77.57,427045.0,11390.0,2021
Kota Subulussalam,65.27,418643.0,7385.0,2021
Nias,62.74,428739.0,6995.0,2021
Mandailing Natal,67.19,423017.0,9771.0,2021
Tapanuli Selatan,70.33,420431.0,11304.0,2021
Tapanuli Tengah,69.61,429050.0,10138.0,2021
Tapanuli Utara,73.76,437428.0,11710.0,2021
Labuhan Batu,72.09,457021.0,11212.0,2021
Asahan,70.49,377752.0,11030.0,2021
Simalungun,73.4,416714.0,11376.0,2021
Dairi,71.84,408893.0,10504.0,2021
Karo,74.83,531519.0,12412.0,2021
Deli Serdang,75.53,428123.0,12291.0,2021
Langkat,71.35,432371.0,11142.0,2021
Nias Selatan,62.35,329308.0,7041.0,2021
Humbang Hasundutan,69.41,397237.0,8016.0,2021
Pakpak Bharat,67.94,332644.0,8254.0,2021
Samosir,70.83,370082.0,8504.0,2021
Serdang Bedagai,70.56,448372.0,11017.0,2021
Batu Bara,68.58,477564.0,10539.0,2021
Padang Lawas Utara,70.11,401435.0,10055.0,2021
Padang Lawas,68.64,388404.0,8921.0,2021
Labuhan Batu Selatan,71.69,426574.0,11562.0,2021
Labuhan Batu Utara,71.87,497922.0,11840.0,2021
Nias Utara,62.82,455118.0,6155.0,2021
Nias Barat,61.99,458533.0,5924.0,2021
Kota Sibolga,73.94,485527.0,11540.0,2021
Kota Tanjung Balai,68.94,482602.0,11225.0,2021
Kota Pematang Siantar,79.17,583588.0,12436.0,2021
Kota Tebing Tinggi,75.42,536531.0,12939.0,2021
Kota Medan,81.21,577126.0,14999.0,2021
Kota Binjai,76.01,466554.0,11063.0,2021
Kota Padangsidimpuan,75.48,453777.0,10965.0,2021
Kota Gunungsitoli,69.61,408190.0,8134.0,2021
Kepulauan Mentawai,61.35,356403.0,6321.0,2021
Pesisir Selatan,70.03,491573.0,9270.0,2021
Solok,69.24,461030.0,10215.0,2021
Sijunjung,67.86,455346.0,10389.0,2021
Tanah Datar,72.46,441793.0,10616.0,2021
Padang Pariaman,70.76,475342.0,11050.0,2021
Agam,72.57,444711.0,9662.0,2021
Lima Puluh Kota,69.68,475123.0,9668.0,2021
Pasaman,66.77,408293.0,8440.0,2021
Solok Selatan,69.23,438187.0,10367.0,2021
