kabupaten_kota,ipm,garis_kemiskinan,pengeluaran_perkapita,tahun
Dharmasraya,71.76,503183.0,11324.0,2021
Pasaman Barat,68.76,492467.0,9089.0,2021
Kota Padang,82.9,602540.0,14540.0,2021
Kota Solok,78.41,464977.0,12168.0,2021
Kota Sawah Lunto,72.88,412757.0,10195.0,2021
Kota Padang Panjang,77.97,516648.0,10754.0,2021
Kota Bukittinggi,80.7,540457.0,13331.0,2021
Kota Payakumbuh,79.08,543335.0,13317.0,2021
Kota Pariaman,77.07,495386.0,12818.0,2021
Kuantan Singingi,70.6,599163.0,10309.0,2021
Indragiri Hulu,70.01,549563.0,10260.0,2021
Indragiri Hilir,66.63,518283.0,9945.0,2021
Pelalawan,72.08,618738.0,11672.0,2021
Siak,73.98,489467.0,11807.0,2021
Kampar,73.02,477603.0,10858.0,2021
Rokan Hulu,69.67,551351.0,9406.0,2021
Bengkalis,73.58,604925.0,11415.0,2021
Rokan Hilir,69.34,437398.0,9417.0,2021
Kepulauan Meranti,65.7,542599.0,7780.0,2021
Kota Pekanbaru,81.58,613183.0,14360.0,2021
Kota Dumai,74.75,509002.0,11818.0,2021
Kerinci,71.45,396168.0,10184.0,2021
Merangin,69.53,453696.0,10380.0,2021
Sarolangun,70.25,472866.0,11792.0,2021
Batang Hari,70.11,462468.0,10032.0,2021
Muaro Jambi,69.55,425294.0,8825.0,2021
Tanjung Jabung Timur,64.91,406772.0,9163.0,2021
Tanjung Jabung Barat,68.16,409631.0,9699.0,2021
Tebo,69.35,448461.0,10546.0,2021
Bungo,70.15,436020.0,11670.0,2021
Kota Jambi,79.12,563403.0,12240.0,2021
Kota Sungai Penuh,75.7,426380.0,10454.0,2021
Ogan Komering Ulu,69.6,481139.0,10040.0,2021
Ogan Komering Ilir,67.17,393240.0,10755.0,2021
Muara Enim,68.86,405782.0,10995.0,2021
Lahat,67.58,485142.0,9735.0,2021
Musi Rawas,67.01,493675.0,9550.0,2021
Musi Banyuasin,68.1,537774.0,10140.0,2021
Banyu Asin,67.13,445089.0,9860.0,2021
Ogan Komering Ulu Selatan,65.34,359859.0,8585.0,2021
Ogan Komering Ulu Timur,69.58,362446.0,11531.0,2021
Ogan Ilir,67.17,492537.0,10454.0,2021
Empat Lawang,65.39,360378.0,9400.0,2021
Penukal Abab Lematang Ilir,64.88,435379.0,8210.0,2021
Musi Rawas Utara,64.93,532273.0,9855.0,2021
Kota Palembang,78.72,567518.0,14704.0,2021
Kota Prabumulih,74.67,592210.0,12752.0,2021
Kota Pagar Alam,68.68,356287.0,8877.0,2021
Kota Lubuklinggau,74.89,516763.0,13267.0,2021
Bengkulu Selatan,70.75,408904.0,9916.0,2021
Rejang Lebong,70.77,487490.0,10323.0,2021
Bengkulu Utara,69.28,398746.0,10410.0,2021
Kaur,67.17,350794.0,8638.0,2021
Seluma,67.03,414446.0,8256.0,2021
Mukomuko,68.64,464473.0,10405.0,2021
Lebong,67.46,440127.0,11317.0,2021
Kepahiang,68.62,410569.0,9377.0,2021
Bengkulu Tengah,67.96,447435.0,9471.0,2021
Kota Bengkulu,80.54,740612.0,14108.0,2021
Lampung Barat,67.9,457478.0,9969.0,2021
Tanggamus,66.65,410510.0,9266.0,2021
Lampung Selatan,68.49,439421.0,9931.0,2021
Lampung Timur,69.66,411200.0,10026.0,2021
Lampung Tengah,70.23,450232.0,11259.0,2021
Lampung Utara,67.89,451876.0,8737.0,2021
Way Kanan,67.57,389088.0,9173.0,2021
Tulangbawang,68.73,456567.0,10735.0,2021
Pesawaran,66.14,420032.0,7934.0,2021
Pringsewu,70.45,475983.0,10302.0,2021
Mesuji,64.04,436653.0,7980.0,2021
Tulang Bawang Barat,66.22,447327.0,8422.0,2021
Pesisir Barat,64.3,460090.0,8533.0,2021
Kota Bandar Lampung,77.58,654576.0,12247.0,2021
Kota Metro,77.49,417861.0,11916.0,2021
Bangka,72.46,595429.0,12424.0,2021
Belitung,72.57,830484.0,13563.0,2021
Bangka Barat,69.6,599887.0,12269.0,2021
Bangka Tengah,70.89,735479.0,12945.0,2021
Bangka Selatan,67.06,581970.0,11768.0,2021
Belitung Timur,71.42,798017.0,11760.0,2021
Kota Pangkal Pinang,78.57,808839.0,15716.0,2021
Karimun,71.7,422961.0,11879.0,2021
Bintan,74.57,424426.0,14393.0,2021
Natuna,73.09,420503.0,14711.0,2021
Lingga,65.83,484088.0,11938.0,2021
Kepulauan Anambas,69.23,429475.0,11950.0,2021
Kota Batam,81.12,740109.0,18034.0,2021
Kota Tanjung Pinang,78.93,719776.0,15439.0,2021
Kota Jakarta Selatan,84.9,792684.0,23888.0,2021
Kota Jakarta Timur,82.97,594849.0,17733.0,2021
Kota Jakarta Pusat,81.56,689379.0,17365.0,2021
Kota Jakarta Barat,81.76,570330.0,20801.0,2021
Kota Jakarta Utara,80.51,609310.0,18762.0,2021
Bogor,70.6,418483.0,10410.0,2021
Sukabumi,67.07,342094.0,8850.0,2021
Cianjur,65.56,387631.0,8052.0,2021
Bandung,72.73,378819.0,10307.0,2021
Garut,66.45,320050.0,7961.0,2021
Tasikmalaya,65.9,333909.0,7829.0,2021
Ciamis,70.93,389676.0,9259.0,2021
Kuningan,69.71,358069.0,9409.0,2021
Cirebon,69.12,404635.0,10368.0,2021
Majalengka,67.81,466813.0,9591.0,2021
Sumedang,71.8,360054.0,10262.0,2021
Indramayu,67.64,481754.0,9810.0,2021
Subang,69.13,360691.0,10854.0,2021
Purwakarta,70.98,387754.0,11669.0,2021
Karawang,70.94,494201.0,11522.0,2021
Bekasi,74.45,549875.0,11341.0,2021
Bandung Barat,68.29,374470.0,8546.0,2021
Pangandaran,68.28,394101.0,9065.0,2021
Kota Bogor,76.59,571425.0,11716.0,2021
Kota Sukabumi,74.6,567734.0,10942.0,2021
Kota Bandung,81.96,515396.0,16996.0,2021
Kota Cirebon,75.25,467248.0,11810.0,2021
Kota Bekasi,81.95,692885.0,15903.0,2021
Kota Depok,81.37,705084.0,15420.0,2021
Kota Cimahi,78.06,522281.0,12019.0,2021
Kota Tasikmalaya,73.31,480341.0,10213.0,2021
Kota Banjar,71.92,357210.0,10476.0,2021
Cilacap,70.42,363367.0,10534.0,2021
Banyumas,72.44,417086.0,11546.0,2021
Purbalingga,69.15,384183.0,10032.0,2021
Banjarnegara,67.86,328679.0,9407.0,2021
Kebumen,70.05,390599.0,9028.0,2021
Purworejo,72.98,376127.0,10275.0,2021
Wonosobo,68.43,373474.0,10760.0,2021
Magelang,70.12,353608.0,9440.0,2021
Boyolali,74.4,361922.0,13031.0,2021
Klaten,76.12,436896.0,12017.0,2021
Sukoharjo,77.13,410273.0,11428.0,2021
Wonogiri,70.49,356728.0,9429.0,2021
Karanganyar,75.99,401542.0,11509.0,2021
Sragen,74.08,363349.0,12679.0,2021
Grobogan,70.41,404456.0,10294.0,2021
Blora,69.37,363649.0,9669.0,2021
Rembang,70.43,414977.0,10519.0,2021
Pati,72.28,458616.0,10506.0,2021
Kudus,75.16,450992.0,11272.0,2021
Jepara,72.36,419028.0,10536.0,2021
Demak,72.57,445176.0,10248.0,2021
Semarang,74.24,416395.0,12070.0,2021
Temanggung,69.88,336034.0,9408.0,2021
Kendal,72.5,407387.0,11608.0,2021
Batang,68.92,318330.0,9524.0,2021
Pekalongan,70.11,416779.0,10409.0,2021
Pemalang,66.56,401857.0,8573.0,2021
Tegal,68.79,404655.0,9700.0,2021
Brebes,66.32,445853.0,10152.0,2021
Kota Magelang,79.43,537783.0,12349.0,2021
Kota Surakarta,82.62,511216.0,14911.0,2021
Kota Salatiga,83.6,480903.0,15843.0,2021
Kota Semarang,83.55,543929.0,15425.0,2021
Kota Pekalongan,75.4,480415.0,12598.0,2021
Kota Tegal,75.52,523413.0,13143.0,2021
Kulon Progo,74.71,360202.0,10069.0,2021
Bantul,80.28,418265.0,15545.0,2021
Gunung Kidul,70.16,325907.0,9505.0,2021
Sleman,84.0,422933.0,16060.0,2021
Kota Yogyakarta,87.18,556674.0,18801.0,2021
Pacitan,68.57,309655.0,8887.0,2021
Ponorogo,71.06,341090.0,9851.0,2021
Trenggalek,70.06,358831.0,9743.0,2021
Tulungagung,73.15,374183.0,10807.0,2021
Blitar,71.05,335573.0,10757.0,2021
Kediri,72.56,335990.0,11127.0,2021
Malang,70.6,348695.0,10163.0,2021
Lumajang,66.07,334906.0,9203.0,2021
Jember,67.32,380397.0,9410.0,2021
Banyuwangi,71.38,387084.0,12217.0,2021
Bondowoso,66.59,423150.0,10690.0,2021
Situbondo,67.78,336040.0,9996.0,2021
Probolinggo,66.26,451395.0,10969.0,2021
Pasuruan,68.93,368686.0,10297.0,2021
Sidoarjo,80.65,502524.0,14578.0,2021
Mojokerto,74.15,417784.0,12844.0,2021
Jombang,73.45,421172.0,11394.0,2021
Nganjuk,71.97,446232.0,12172.0,2021
Madiun,71.88,380287.0,11658.0,2021
Magetan,74.15,371182.0,11833.0,2021
Ngawi,71.04,358663.0,11459.0,2021
Bojonegoro,69.59,380653.0,10221.0,2021
Tuban,68.91,388176.0,10380.0,2021
Lamongan,73.12,419309.0,11510.0,2021
Gresik,76.5,505499.0,13280.0,2021
Bangkalan,64.36,432046.0,8673.0,2021
Sampang,62.8,391032.0,8790.0,2021
Pamekasan,66.4,368259.0,8804.0,2021
Sumenep,67.04,400960.0,9000.0,2021
Kota Kediri,78.6,506936.0,12359.0,2021
Kota Blitar,78.98,481229.0,13816.0,2021
Kota Malang,82.04,570238.0,16663.0,2021
Kota Probolinggo,73.66,545955.0,12245.0,2021
Kota Pasuruan,75.62,461624.0,13354.0,2021
Kota Mojokerto,78.43,493452.0,13610.0,2021
Kota Madiun,81.25,514409.0,16095.0,2021
Kota Surabaya,82.31,611466.0,17862.0,2021
Kota Batu,76.28,522819.0,12887.0,2021
Pandeglang,65.17,390754.0,8635.0,2021
Lebak,64.03,358479.0,8724.0,2021
Tangerang,72.29,545065.0,12273.0,2021
Serang,66.82,362102.0,10713.0,2021
Kota Tangerang,78.5,655061.0,14575.0,2021
Kota Cilegon,73.35,540032.0,13041.0,2021
Kota Serang,72.44,431210.0,13281.0,2021
Kota Tangerang Selatan,81.6,665610.0,15751.0,2021
Jembrana,72.75,434839.0,11675.0,2021
Tabanan,76.45,488750.0,14326.0,2021
Badung,81.83,613993.0,17327.0,2021
Gianyar,77.7,407945.0,14391.0,2021
Klungkung,71.75,342043.0,11287.0,2021
Bangli,69.37,370732.0,11201.0,2021
Buleleng,72.56,461018.0,13362.0,2021
Kota Denpasar,84.03,662499.0,19598.0,2021
Lombok Barat,68.61,466495.0,11334.0,2021
Lombok Tengah,66.72,447200.0,9962.0,2021
Lombok Timur,66.66,472304.0,9450.0,2021
Sumbawa,68.01,376307.0,9167.0,2021
Dompu,68.45,370120.0,8899.0,2021
Bima,66.66,363228.0,8495.0,2021
Sumbawa Barat,71.85,499013.0,11548.0,2021
Lombok Utara,64.77,478906.0,9057.0,2021
Kota Mataram,79.14,524762.0,14999.0,2021
Kota Bima,76.11,399193.0,11135.0,2021
Sumba Barat,63.83,364361.0,7307.0,2021
Sumba Timur,65.74,375859.0,9354.0,2021
Kupang,64.41,386577.0,7476.0,2021
Timor Tengah Selatan,62.16,344239.0,6839.0,2021
Timor Tengah Utara,63.69,394818.0,6324.0,2021
Belu,62.77,379280.0,7431.0,2021
Alor,61.37,364939.0,6751.0,2021
Lembata,64.75,421901.0,7257.0,2021
Flores Timur,64.22,329340.0,7578.0,2021
Sikka,65.41,354234.0,8021.0,2021
Ende,67.3,428328.0,9027.0,2021
Ngada,67.88,396506.0,8819.0,2021
Manggarai,65.01,371531.0,7133.0,2021
Rote Ndao,62.6,341135.0,6503.0,2021
Manggarai Barat,64.17,370943.0,7410.0,2021
Sumba Tengah,61.8,311199.0,6061.0,2021
Sumba Barat Daya,62.29,390217.0,6355.0,2021
Nagekeo,65.82,386027.0,8254.0,2021
Manggarai Timur,61.37,373972.0,5780.0,2021
Sabu Raijua,57.03,438492.0,5256.0,2021
Malaka,60.42,378824.0,5861.0,2021
Kota Kupang,79.74,599880.0,13218.0,2021
Sambas,67.1,451173.0,9828.0,2021
Bengkayang,68.04,372793.0,9193.0,2021
Landak,66.21,395486.0,7431.0,2021
Sanggau,66.2,363714.0,8328.0,2021
Ketapang,67.43,482824.0,9209.0,2021
Sintang,66.93,593844.0,8708.0,2021
Kapuas Hulu,65.75,481826.0,7168.0,2021
Sekadau,64.93,351726.0,7462.0,2021
Melawi,65.87,570434.0,8415.0,2021
Kayong Utara,62.9,321356.0,7920.0,2021
Kubu Raya,68.16,431211.0,8630.0,2021
Kota Pontianak,79.93,578615.0,14610.0,2021
Kota Singkawang,72.11,527892.0,11767.0,2021
Kotawaringin Barat,73.07,418388.0,13117.0,2021
Kotawaringin Timur,71.38,467551.0,11866.0,2021
Kapuas,69.63,345272.0,11148.0,2021
Barito Selatan,70.54,450706.0,11492.0,2021
Barito Utara,70.79,525236.0,9951.0,2021
Sukamara,68.27,568578.0,8773.0,2021
Lamandau,70.58,539744.0,11234.0,2021
Seruyan,67.67,529892.0,9420.0,2021
Katingan,68.89,498487.0,10568.0,2021
Pulang Pisau,68.53,411258.0,10082.0,2021
Gunung Mas,71.03,456984.0,10809.0,2021
Barito Timur,71.47,534896.0,11322.0,2021
Murung Raya,68.12,510939.0,10449.0,2021
Kota Palangka Raya,80.82,456276.0,14070.0,2021
Tanah Laut,69.87,537854.0,11310.0,2021
Banjar,69.89,482867.0,12707.0,2021
Barito Kuala,66.64,355160.0,9868.0,2021
Tapin,70.31,459160.0,11952.0,2021
Hulu Sungai Selatan,69.21,494203.0,12736.0,2021
Hulu Sungai Tengah,69.05,425438.0,12280.0,2021
Hulu Sungai Utara,66.12,501994.0,9644.0,2021
Tabalong,72.6,542800.0,11470.0,2021
Tanah Bumbu,71.0,530568.0,11844.0,2021
Balangan,69.11,453928.0,11500.0,2021
Kota Banjarmasin,77.57,606330.0,14432.0,2021
Kota Banjar Baru,79.26,653556.0,13789.0,2021
Paser,72.93,527659.0,10673.0,2021
Kutai Barat,72.07,598037.0,10062.0,2021
Kutai Kartanegara,74.06,569640.0,11048.0,2021
Kutai Timur,73.81,626492.0,10868.0,2021
Berau,75.2,595550.0,12435.0,2021
Penajam Paser Utara,72.01,513666.0,11651.0,2021
Kota Balikpapan,80.71,657521.0,14862.0,2021
Kota Samarinda,80.76,750055.0,14582.0,2021
Kota Bontang,80.59,665572.0,16765.0,2021
Malinau,72.32,650444.0,9928.0,2021
Bulungan,71.8,486524.0,9423.0,2021
Tana Tidung,67.76,440599.0,7676.0,2021
Nunukan,66.46,479712.0,7064.0,2021
Kota Tarakan,76.23,711268.0,11261.0,2021
Bolaang Mongondow,68.16,343302.0,10220.0,2021
Minahasa,75.73,299072.0,12481.0,2021
Kepulauan Sangihe,71.07,283852.0,11524.0,2021
Kepulauan Talaud,69.83,308395.0,8558.0,2021
Minahasa Selatan,72.32,352603.0,11554.0,2021
Minahasa Utara,74.11,347938.0,11481.0,2021
Bolaang Mongondow Utara,67.39,275369.0,9143.0,2021
Siau Tagulandang Biaro,68.05,327263.0,8145.0,2021
Minahasa Tenggara,71.06,346746.0,10479.0,2021
Bolaang Mongondow Selatan,65.42,345819.0,8939.0,2021
Bolaang Mongondow Timur,66.55,353872.0,9115.0,2021
Kota Manado,79.2,449679.0,13991.0,2021
Kota Bitung,74.2,434642.0,12271.0,2021
Kota Tomohon,76.86,440680.0,11851.0,2021
Kota Kotamobagu,73.47,363777.0,10848.0,2021
Banggai Kepulauan,65.61,373799.0,7453.0,2021
Banggai,70.6,431639.0,9603.0,2021
Morowali,72.29,478409.0,11028.0,2021
Poso,71.45,530022.0,8850.0,2021
Donggala,65.72,369784.0,8002.0,2021
Toli-Toli,66.3,354427.0,7947.0,2021
Buol,68.25,387444.0,7974.0,2021
Parigi Moutong,65.82,458385.0,9675.0,2021
Tojo Una-Una,64.74,521534.0,7621.0,2021
Sigi,68.49,382579.0,8171.0,2021
Banggai Laut,65.65,366005.0,7707.0,2021
Morowali Utara,68.48,486511.0,8890.0,2021
Kota Palu,81.7,571605.0,14894.0,2021
Kepulauan Selayar,67.76,406732.0,9060.0,2021
Bulukumba,69.62,369022.0,10632.0,2021
Bantaeng,68.99,363342.0,11829.0,2021
Jeneponto,64.56,374407.0,9215.0,2021
Takalar,67.72,380564.0,10543.0,2021
Gowa,70.29,408435.0,9504.0,2021
Sinjai,67.75,352490.0,9505.0,2021
Maros,70.41,424637.0,11032.0,2021
Barru,71.13,351924.0,11017.0,2021
Bone,66.4,360177.0,9030.0,2021
Soppeng,68.99,341484.0,9558.0,2021
Wajo,69.62,361181.0,12505.0,2021
Sidenreng Rappang,71.54,360591.0,12201.0,2021
Pinrang,71.45,345892.0,11956.0,2021
Enrekang,72.91,352147.0,10973.0,2021
Luwu,70.85,359925.0,10116.0,2021
Tana Toraja,69.49,350220.0,7434.0,2021
Luwu Utara,70.02,368716.0,11736.0,2021
Luwu Timur,73.34,371947.0,12886.0,2021
Toraja Utara,69.75,348611.0,8134.0,2021
Kota Parepare,78.21,383471.0,13786.0,2021
Kota Palopo,78.38,383007.0,13117.0,2021
Buton,66.32,270212.0,7324.0,2021
Muna,69.17,368922.0,8218.0,2021
Konawe,71.48,343781.0,10151.0,2021
Kolaka,73.56,432858.0,12525.0,2021
Konawe Selatan,68.58,275339.0,9059.0,2021
Bombana,66.25,346726.0,8310.0,2021
Wakatobi,69.87,302511.0,9280.0,2021
Kolaka Utara,69.5,506903.0,10244.0,2021
Buton Utara,68.08,355288.0,7496.0,2021
Konawe Utara,70.23,321986.0,9181.0,2021
Kolaka Timur,67.76,431179.0,7753.0,2021
Konawe Kepulauan,65.73,347332.0,6738.0,2021
Muna Barat,65.48,367868.0,7502.0,2021
Buton Tengah,64.55,273354.0,7244.0,2021
Buton Selatan,64.99,253877.0,7279.0,2021
Kota Kendari,84.15,423653.0,14356.0,2021
Kota Baubau,76.26,360766.0,10503.0,2021
Boalemo,66.42,450724.0,8940.0,2021
Gorontalo,67.34,502964.0,9412.0,2021
Pohuwato,65.8,327587.0,10409.0,2021
Bone Bolango,70.25,449543.0,10198.0,2021
Gorontalo Utara,65.21,327531.0,9064.0,2021
Kota Gorontalo,77.41,598363.0,12390.0,2021
Majene,67.29,399350.0,10028.0,2021
Polewali Mandar,64.23,416443.0,8548.0,2021
Mamasa,66.63,283758.0,7736.0,2021
Mamuju,68.32,287896.0,9494.0,2021
Mamuju Tengah,66.18,265413.0,8408.0,2021
Maluku Tenggara,66.33,549047.0,7580.0,2021
Maluku Tengah,71.32,515582.0,10243.0,2021
Buru,69.33,503254.0,10347.0,2021
Kepulauan Aru,63.83,516604.0,7623.0,2021
Seram Bagian Barat,65.83,427355.0,8720.0,2021
Seram Bagian Timur,64.3,403573.0,9480.0,2021
Maluku Barat Daya,62.37,535594.0,6918.0,2021
Buru Selatan,64.8,644441.0,7600.0,2021
Kota Ambon,81.23,621482.0,14148.0,2021
Kota Tual,68.16,600172.0,7405.0,2021
Halmahera Barat,65.56,358707.0,7467.0,2021
Halmahera Tengah,65.82,491657.0,7966.0,2021
Kepulauan Sula,63.8,391912.0,7040.0,2021
Halmahera Selatan,64.19,343323.0,7142.0,2021
Halmahera Utara,67.82,263507.0,7519.0,2021
Halmahera Timur,67.0,600339.0,7973.0,2021
Pulau Morotai,62.9,291879.0,6378.0,2021
Pulau Taliabu,60.73,425241.0,6467.0,2021
Kota Ternate,80.14,629463.0,13290.0,2021
Kota Tidore Kepulauan,70.99,472651.0,8316.0,2021
Fakfak,68.52,596406.0,7446.0,2021
Kaimana,65.31,450301.0,8151.0,2021
Teluk Wondama,60.33,597676.0,8034.0,2021
Teluk Bintuni,64.65,693305.0,9708.0,2021
Manokwari,72.02,663438.0,11977.0,2021
Sorong Selatan,62.46,358864.0,6188.0,2021
Sorong,65.77,388166.0,7350.0,2021
Raja Ampat,63.92,388021.0,7882.0,2021
Tambrauw,53.71,399421.0,4903.0,2021
Maybrat,59.7,396386.0,5245.0,2021
Manokwari Selatan,59.85,686235.0,5505.0,2021
Pegunungan Arfak,56.13,683722.0,5009.0,2021
Kota Sorong,78.49,791155.0,13744.0,2021
Merauke,70.49,387443.0,10201.0,2021
Jayawijaya,58.67,501075.0,7545.0,2021
Jayapura,72.03,624845.0,9989.0,2021
Nabire,69.15,665325.0,8856.0,2021
Kepulauan Yapen,67.72,688204.0,7491.0,2021
Biak Numfor,72.33,602931.0,9607.0,2021
Paniai,56.7,556861.0,6377.0,2021
Puncak Jaya,48.99,708658.0,5289.0,2021
Mimika,74.48,936862.0,11400.0,2021
Boven Digoel,61.62,520245.0,7864.0,2021
Mappi,58.7,375922.0,6327.0,2021
Asmat,51.29,405368.0,5736.0,2021
Yahukimo,49.48,466113.0,4895.0,2021
Pegunungan Bintang,46.28,632210.0,5429.0,2021
Tolikara,49.6,441994.0,4841.0,2021
Sarmi,63.94,554491.0,6617.0,2021
Keerom,66.49,704998.0,8926.0,2021
Waropen,65.1,731467.0,6788.0,2021
Supiori,62.72,498615.0,5708.0,2021
Mamberamo Raya,52.18,769848.0,4603.0,2021
Nduga,32.84,392990.0,3976.0,2021
Lanny Jaya,48.68,537322.0,4393.0,2021
Mamberamo Tengah,48.32,449409.0,4487.0,2021
Yalimo,49.01,378167.0,4664.0,2021
Puncak,43.17,721541.0,5412.0,2021
Dogiyai,55.0,557009.0,5415.0,2021
Intan Jaya,48.34,725106.0,5328.0,2021
Deiyai,49.96,627742.0,4673.0,2021
Kota Jayapura,80.11,1051297.0,14937.0,2021
Simeulue,67.27,493303.0,7371.0,2022
Aceh Singkil,69.62,518951.0,8994.0,2022
Aceh Selatan,67.87,446224.0,8353.0,2022
Aceh Tenggara,70.32,430825.0,8222.0,2022
Aceh Timur,68.72,491550.0,9127.0,2022
Aceh Tengah,73.95,533810.0,10957.0,2022
Aceh Barat,72.34,558638.0,9775.0,2022
Aceh Besar,74.0,519320.0,9894.0,2022
Pidie,71.2,535713.0,10211.0,2022
Bireuen,73.16,451163.0,9438.0,2022
Aceh Utara,70.22,420615.0,8620.0,2022
Aceh Barat Daya,67.41,430297.0,8651.0,2022
Gayo Lues,68.25,470221.0,9094.0,2022
Aceh Tamiang,70.43,508599.0,8759.0,2022
Nagan Raya,70.1,544300.0,8581.0,2022
Aceh Jaya,70.36,468854.0,10041.0,2022
Bener Meriah,73.9,512111.0,11421.0,2022
Pidie Jaya,74.34,523239.0,10701.0,2022
Kota Banda Aceh,86.28,737016.0,17228.0,2022
Kota Sabang,76.85,660573.0,11780.0,2022
Kota Langsa,77.82,469348.0,12353.0,2022
Kota Lhokseumawe,78.04,460583.0,11701.0,2022
Kota Subulussalam,66.2,444818.0,7689.0,2022
Nias,63.69,454570.0,7196.0,2022
Mandailing Natal,68.05,450345.0,10061.0,2022
Tapanuli Selatan,70.92,445612.0,11727.0,2022
Tapanuli Tengah,70.31,450940.0,10495.0,2022
Tapanuli Utara,74.14,466316.0,11892.0,2022
Labuhan Batu,72.92,489503.0,11474.0,2022
Asahan,71.13,397944.0,11515.0,2022
Simalungun,73.77,441744.0,11524.0,2022
Dairi,72.56,436713.0,10740.0,2022
Karo,75.36,563660.0,12554.0,2022
Deli Serdang,76.19,448489.0,12657.0,2022
Langkat,71.86,453383.0,11439.0,2022
Nias Selatan,63.17,350452.0,7195.0,2022
Humbang Hasundutan,70.32,419180.0,8250.0,2022
Pakpak Bharat,68.85,357844.0,8558.0,2022
Samosir,71.67,396267.0,8991.0,2022
Serdang Bedagai,71.21,478072.0,11499.0,2022
Batu Bara,69.51,508524.0,10755.0,2022
Padang Lawas Utara,70.93,430944.0,10447.0,2022
Padang Lawas,69.58,418610.0,9207.0,2022
Labuhan Batu Selatan,72.16,448994.0,11751.0,2022
Labuhan Batu Utara,72.77,527922.0,12258.0,2022
Nias Utara,63.75,474533.0,6575.0,2022
Nias Barat,62.93,487469.0,6152.0,2022
Kota Sibolga,74.74,516367.0,12135.0,2022
Kota Tanjung Balai,69.86,515456.0,11589.0,2022
Kota Pematang Siantar,79.7,631886.0,12744.0,2022
Kota Tebing Tinggi,76.17,578512.0,13144.0,2022
Kota Medan,81.76,607166.0,15503.0,2022
Kota Binjai,76.95,499451.0,11358.0,2022
Kota Padangsidimpuan,76.05,480196.0,11337.0,2022
Kota Gunungsitoli,70.23,426349.0,8434.0,2022
Kepulauan Mentawai,62.19,386152.0,6567.0,2022
Pesisir Selatan,70.84,526564.0,9686.0,2022
Solok,70.02,484358.0,10539.0,2022
Sijunjung,68.69,484572.0,10582.0,2022
Tanah Datar,73.29,466907.0,10695.0,2022
Padang Pariaman,71.63,499461.0,11159.0,2022
Agam,73.29,485222.0,10171.0,2022
Lima Puluh Kota,70.28,504670.0,10035.0,2022
Pasaman,67.41,431915.0,8619.0,2022
Solok Selatan,69.71,470090.0,10560.0,2022
Dharmasraya,72.3,530693.0,11650.0,2022
Pasaman Barat,69.57,544829.0,9381.0,2022
Kota Padang,83.29,634581.0,14889.0,2022
Kota Solok,79.23,491488.0,12515.0,2022
Kota Sawah Lunto,73.73,443301.0,10537.0,2022
Kota Padang Panjang,78.78,543609.0,11153.0,2022
Kota Bukittinggi,81.42,570032.0,13633.0,2022
Kota Payakumbuh,79.53,573234.0,13687.0,2022
Kota Pariaman,77.65,522932.0,13150.0,2022
Kuantan Singingi,71.09,638678.0,10647.0,2022
Indragiri Hulu,70.46,584910.0,10472.0,2022
Indragiri Hilir,67.37,568879.0,10234.0,2022
Pelalawan,72.93,655641.0,12163.0,2022
Siak,74.5,518768.0,12230.0,2022
Kampar,73.84,502670.0,11394.0,2022
Rokan Hulu,70.31,585225.0,9841.0,2022
Bengkalis,74.38,648933.0,11857.0,2022
Rokan Hilir,70.1,465614.0,9906.0,2022
Kepulauan Meranti,66.52,568639.0,8246.0,2022
Kota Pekanbaru,82.06,655389.0,14804.0,2022
Kota Dumai,75.26,543182.0,12249.0,2022
Kerinci,71.99,443408.0,10570.0,2022
Merangin,69.98,489880.0,10714.0,2022
Sarolangun,70.89,497951.0,12069.0,2022
Batang Hari,70.51,497857.0,10173.0,2022
Muaro Jambi,70.18,462035.0,9118.0,2022
Tanjung Jabung Timur,65.77,468201.0,9503.0,2022
Tanjung Jabung Barat,68.79,453956.0,9968.0,2022
Tebo,69.78,485883.0,10725.0,2022
Bungo,70.55,470545.0,11956.0,2022
Kota Jambi,79.58,605556.0,12597.0,2022
Kota Sungai Penuh,76.17,450708.0,10745.0,2022
Ogan Komering Ulu,70.24,511887.0,10499.0,2022
Ogan Komering Ilir,68.02,416417.0,11251.0,2022
Muara Enim,69.43,426216.0,11304.0,2022
Lahat,68.4,513085.0,10296.0,2022
Musi Rawas,67.78,524110.0,10107.0,2022
Musi Banyuasin,68.6,566393.0,10453.0,2022
Banyu Asin,67.93,477393.0,10299.0,2022
Ogan Komering Ulu Selatan,65.87,379854.0,8895.0,2022
Ogan Komering Ulu Timur,70.23,383463.0,11759.0,2022
Ogan Ilir,67.96,523864.0,11069.0,2022
Empat Lawang,66.0,384199.0,9838.0,2022
Penukal Abab Lematang Ilir,65.75,458746.0,8680.0,2022
Musi Rawas Utara,65.74,565070.0,10283.0,2022
Kota Palembang,79.47,597136.0,15168.0,2022
Kota Prabumulih,75.52,623429.0,13106.0,2022
Kota Pagar Alam,69.6,370417.0,9330.0,2022
Kota Lubuklinggau,75.53,541784.0,13832.0,2022
Bengkulu Selatan,71.42,435955.0,10318.0,2022
Rejang Lebong,71.45,530029.0,10547.0,2022
Bengkulu Utara,69.77,423857.0,10774.0,2022
Kaur,67.77,371660.0,9009.0,2022
Seluma,67.76,444931.0,8657.0,2022
Mukomuko,69.12,494426.0,10747.0,2022
Lebong,68.12,472738.0,11644.0,2022
